Product Class,Model Number,Annual Energy Use (kWh/yr),Adjusted Volume (ft3),Compact,energy_per_volume,code,adj_volume,annual_energy_use,regexed_model_no
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,2ATMW212E,396,25.6,No,15.46875,3,25.6,396.0,2ATMW212E
11A - Compact All-Refrigerator - manual defrost,2AW1BF26A,215,2.6,Yes,82.6923076923077,11A,2.6,215.0,2AW1BF26A
11A - Compact All-Refrigerator - manual defrost,2AW1SLF44A,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,2AW1SLF44A
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ABM*171E,451,20.9,No,21.578947368421055,5,20.9,451.0,ABM.171E
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,ABM*171E*,451,20.9,No,21.578947368421055,5,20.9,451.0,ABM.171E.
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ATMB212E,396,25.6,No,15.46875,3,25.6,396.0,ATMB212E
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ATMSL212E,396,25.6,No,15.46875,3,25.6,396.0,ATMSL212E
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ATMW212E,396,25.6,No,15.46875,3,25.6,396.0,ATMW212E
4 - Freestanding Cooler,VCS5297TPGVCS5297TPG,159,19.1,No,8.324607329842932,4,19.1,159.0,VCS5297TPGVCS5297TPG
4 - Freestanding Cooler,WCN311942G,199,18.3,No,10.87431693989071,4,18.3,199.0,WCN311942G
3 - Freestanding Compact Cooler,AWC152DPRGLH,143,3.1,Yes,46.12903225806451,3,3.1,143.0,AWC152DPRGLH
3 - Freestanding Compact Cooler,AWC152SPRGLH,144,3.4,Yes,42.35294117647059,3,3.4,144.0,AWC152SPRGLH
3 - Freestanding Compact Cooler,AWC242DPRSLH,157,5.4,Yes,29.074074074074073,3,5.4,157.0,AWC242DPRSLH
3 - Freestanding Compact Cooler,AWC242FDPRG,156,5.2,Yes,30.0,3,5.2,156.0,AWC242FDPRG
3 - Freestanding Compact Cooler,AWC242SPRGLH,160,5.8,Yes,27.586206896551726,3,5.8,160.0,AWC242SPRGLH
4 - Freestanding Cooler,AWC243TDZLHA,242,14.7,No,16.462585034013607,4,14.7,242.0,AWC243TDZLHA
4 - Freestanding Cooler,AWC243TSZLH,247,15.3,No,16.143790849673202,4,15.3,247.0,AWC243TSZLH
12 - Compact Refrigerator-Freezer - partial automatic defrost,A1-3.1CFDDBLK,270,3.8,Yes,71.05263157894737,12,3.8,270.0,A1-3.1CFDDBLK
12 - Compact Refrigerator-Freezer - partial automatic defrost,A1-3.1CFDDSS,270,3.8,Yes,71.05263157894737,12,3.8,270.0,A1-3.1CFDDSS
13A - Compact All-Refrigerators - automatic defrost,AR17T0W,233,1.7,Yes,137.05882352941177,13A,1.7,233.0,AR17T0W
13A - Compact All-Refrigerators - automatic defrost,AR17T1B,238,1.7,Yes,140.0,13A,1.7,238.0,AR17T1B
13A - Compact All-Refrigerators - automatic defrost,AR2406W,230,2.2,Yes,104.54545454545453,13A,2.2,230.0,AR2406W
13A - Compact All-Refrigerators - automatic defrost,AR24T3S,238,2.4,Yes,99.16666666666667,13A,2.4,238.0,AR24T3S
13A - Compact All-Refrigerators - automatic defrost,AR321BB,259,3.2,Yes,80.9375,13A,3.2,259.0,AR321BB
11A - Compact All-Refrigerator - manual defrost,AR32J0W,192,3.2,Yes,60.0,11A,3.2,192.0,AR32J0W
11A - Compact All-Refrigerator - manual defrost,AR32J1B,192,3.2,Yes,60.0,11A,3.2,192.0,AR32J1B
11A - Compact All-Refrigerator - manual defrost,AR32J3S,192,3.2,Yes,60.0,11A,3.2,192.0,AR32J3S
13A - Compact All-Refrigerators - automatic defrost,AR4446B,269,4.4,Yes,61.13636363636363,13A,4.4,269.0,AR4446B
13A - Compact All-Refrigerators - automatic defrost,AR4456SS,269,4.4,Yes,61.13636363636363,13A,4.4,269.0,AR4456SS
11A - Compact All-Refrigerator - manual defrost,AR46J0W,198,4.5,Yes,44.0,11A,4.5,198.0,AR46J0W
11A - Compact All-Refrigerator - manual defrost,AR46J1B,198,4.5,Yes,44.0,11A,4.5,198.0,AR46J1B
11A - Compact All-Refrigerator - manual defrost,AR46J3S,198,4.5,Yes,44.0,11A,4.5,198.0,AR46J3S
13A - Compact All-Refrigerators - automatic defrost,AR52T3SB,256,5.2,Yes,49.230769230769226,13A,5.2,256.0,AR52T3SB
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF10B***,297,12.2,No,24.34426229508197,3,12.2,297.0,FF10B...
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF14V0W,332,17.0,No,19.529411764705884,3,17.0,332.0,FF14V0W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF14V1B,332,17.0,No,19.529411764705884,3,17.0,332.0,FF14V1B
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF14V3S,332,17.0,No,19.529411764705884,3,17.0,332.0,FF14V3S
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF18H**,358,21.8,No,16.42201834862385,3,21.8,358.0,FF18H..
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF18H0W,358,21.8,No,16.42201834862385,3,21.8,358.0,FF18H0W
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,FF18H3S,358,21.8,No,16.42201834862385,3,21.8,358.0,FF18H3S
13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,FF7B0W,393,8.4,Yes,46.785714285714285,13,8.4,393.0,FF7B0W
13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,FF7B3S,393,8.4,Yes,46.785714285714285,13,8.4,393.0,FF7B3S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,FFFDD18L3S,442,22.7,No,19.47136563876652,5,22.7,442.0,FFFDD18L3S
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,FFFDS175L3S,435,21.7,No,20.046082949308758,5,21.7,435.0,FFFDS175L3S
12 - Compact Refrigerator-Freezer - partial automatic defrost,MCR74V**,345,8.5,Yes,40.588235294117645,12,8.5,345.0,MCR74V..
13A - Compact All-Refrigerators - automatic defrost,OR1533U3S,225,3.1,Yes,72.58064516129032,13A,3.1,225.0,OR1533U3S
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033F*14R/L,297,12.1,No,24.545454545454547,3,12.1,297.0,ARD1033F.14R/L
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033FB21R/L,263,12.0,No,21.916666666666668,3,12.0,263.0,ARD1033FB21R/L
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033FS21R/L,263,12.0,No,21.916666666666668,3,12.0,263.0,ARD1033FS21R/L
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ARD1033FW21R/L,263,12.0,No,21.916666666666668,3,12.0,263.0,ARD1033FW21R/L
13A - Compact All-Refrigerators - automatic defrost,ARD104AB14R/L,242,1.1,Yes,219.99999999999997,13A,1.1,242.0,ARD104AB14R/L
13A - Compact All-Refrigerators - automatic defrost,ARD104AB21R/L,242,1.1,Yes,219.99999999999997,13A,1.1,242.0,ARD104AB21R/L
13A - Compact All-Refrigerators - automatic defrost,ARD204AB14R/L,249,2.0,Yes,124.5,13A,2.0,249.0,ARD204AB14R/L
13A - Compact All-Refrigerators - automatic defrost,ARD204AB21R/L,249,2.0,Yes,124.5,13A,2.0,249.0,ARD204AB21R/L
13A - Compact All-Refrigerators - automatic defrost,ARD204ABS14R/L,249,2.0,Yes,124.5,13A,2.0,249.0,ARD204ABS14R/L
13A - Compact All-Refrigerators - automatic defrost,ARD204ABS21R/L,249,2.0,Yes,124.5,13A,2.0,249.0,ARD204ABS21R/L
13A - Compact All-Refrigerators - automatic defrost,ARD244A*21R/L,223,2.3,Yes,96.95652173913044,13A,2.3,223.0,ARD244A.21R/L
12 - Compact Refrigerator-Freezer - partial automatic defrost,ARD298C*14R/L,319,3.6,Yes,88.61111111111111,12,3.6,319.0,ARD298C.14R/L
13A - Compact All-Refrigerators - automatic defrost,ARD369A*14R/L,262,3.6,Yes,72.77777777777777,13A,3.6,262.0,ARD369A.14R/L
13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,ARD484F*10R/L,346,5.8,Yes,59.6551724137931,13,5.8,346.0,ARD484F.10R/L
13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,ARD484F*21R/L,346,5.8,Yes,59.6551724137931,13,5.8,346.0,ARD484F.21R/L
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,RDBM191**,466,23.0,No,20.26086956521739,5,23.0,466.0,RDBM191..
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,RDTM116WE,311,13.9,No,22.374100719424458,3,13.9,311.0,RDTM116WE
12 - Compact Refrigerator-Freezer - partial automatic defrost,AMA31**E,320,3.8,Yes,84.21052631578948,12,3.8,320.0,AMA31..E
12 - Compact Refrigerator-Freezer - partial automatic defrost,AMA31S5E,320,3.1,Yes,103.2258064516129,12,3.1,320.0,AMA31S5E
11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,AMA43BKE,228,4.3,Yes,53.02325581395349,11,4.3,228.0,AMA43BKE
13A - Compact All-Refrigerators - automatic defrost,AMA43R**E,268,4.3,Yes,62.32558139534884,13A,4.3,268.0,AMA43R..E
11A - Compact All-Refrigerator - manual defrost,AMAR27S1E,214,2.6,Yes,82.3076923076923,11A,2.6,214.0,AMAR27S1E
12 - Compact Refrigerator-Freezer - partial automatic defrost,AMAR31T**E,320,3.8,Yes,84.21052631578948,12,3.8,320.0,AMAR31T..E
11A - Compact All-Refrigerator - manual defrost,AMAR35S1E,220,3.4,Yes,64.70588235294117,11A,3.4,220.0,AMAR35S1E
11A - Compact All-Refrigerator - manual defrost,AMAR43**E,228,4.3,Yes,53.02325581395349,11A,4.3,228.0,AMAR43..E
12 - Compact Refrigerator-Freezer - partial automatic defrost,AMAR46TS1E,325,5.6,Yes,58.03571428571429,12,5.6,325.0,AMAR46TS1E
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,ART348FFF***,370,22.1,No,16.7420814479638,3,22.1,370.0,ART348FFF...
3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,ART348FFF***,455,22.1,No,20.588235294117645,3I,22.1,455.0,ART348FFF...
11A - Compact All-Refrigerator - manual defrost,KS-48RHL,208,1.6,Yes,130.0,11A,1.6,208.0,KS-48RHL
11A - Compact All-Refrigerator - manual defrost,KS-91RHL,219,3.2,Yes,68.4375,11A,3.2,219.0,KS-91RHL
12 - Compact Refrigerator-Freezer - partial automatic defrost,MPBFR401A,291,4.7,Yes,61.91489361702128,12,4.7,291.0,MPBFR401A
12 - Compact Refrigerator-Freezer - partial automatic defrost,MPWFR401A,291,4.7,Yes,61.91489361702128,12,4.7,291.0,MPWFR401A
12 - Compact Refrigerator-Freezer - partial automatic defrost,MVSFR401A,291,4.7,Yes,61.91489361702128,12,4.7,291.0,MVSFR401A
12 - Compact Refrigerator-Freezer - partial automatic defrost,CR31TABDDSS,270,3.8,Yes,71.05263157894737,12,3.8,270.0,CR31TABDDSS
11A - Compact All-Refrigerator - manual defrost,CR44CABSDSS,226,4.4,Yes,51.36363636363636,11A,4.4,226.0,CR44CABSDSS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,HD676REWNSS,466,23.0,No,20.26086956521739,5,23.0,466.0,HD676REWNSS
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,HD774FWSS,396,25.6,No,15.46875,3,25.6,396.0,HD774FWSS
11A - Compact All-Refrigerator - manual defrost,AFRM045AES,226,4.5,Yes,50.22222222222222,11A,4.5,226.0,AFRM045AES
13A - Compact All-Refrigerators - automatic defrost,ABDA049ADBS,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,ABDA049ADBS
11A - Compact All-Refrigerator - manual defrost,AFRM016AEB,207,1.6,Yes,129.375,11A,1.6,207.0,AFRM016AEB
11A - Compact All-Refrigerator - manual defrost,AFRM016BEB,207,1.6,Yes,129.375,11A,1.6,207.0,AFRM016BEB
11A - Compact All-Refrigerator - manual defrost,AFRM024AES,213,2.4,Yes,88.75,11A,2.4,213.0,AFRM024AES
11A - Compact All-Refrigerator - manual defrost,AFRM033AEB,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,AFRM033AEB
11A - Compact All-Refrigerator - manual defrost,AFRM033AES,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,AFRM033AES
11A - Compact All-Refrigerator - manual defrost,AFRM033BEB,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,AFRM033BEB
11A - Compact All-Refrigerator - manual defrost,AFRM044AEB,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,AFRM044AEB
11A - Compact All-Refrigerator - manual defrost,AFRM044AES,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,AFRM044AES
11A - Compact All-Refrigerator - manual defrost,AFRM044AEW,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,AFRM044AEW
11A - Compact All-Refrigerator - manual defrost,ARM024S1ARBB,213,2.4,Yes,88.75,11A,2.4,213.0,ARM024S1ARBB
11A - Compact All-Refrigerator - manual defrost,ARM024S1ARSV,213,2.4,Yes,88.75,11A,2.4,213.0,ARM024S1ARSV
11A - Compact All-Refrigerator - manual defrost,ARM024S1ARWW,213,2.4,Yes,88.75,11A,2.4,213.0,ARM024S1ARWW
11A - Compact All-Refrigerator - manual defrost,ARM044S1ARSV,226,4.4,Yes,51.36363636363636,11A,4.4,226.0,ARM044S1ARSV
13A - Compact All-Refrigerators - automatic defrost,ARM17A5ABB,246,1.7,Yes,144.7058823529412,13A,1.7,246.0,ARM17A5ABB
11A - Compact All-Refrigerator - manual defrost,ARM24S4AWW,213,2.4,Yes,88.75,11A,2.4,213.0,ARM24S4AWW
12 - Compact Refrigerator-Freezer - partial automatic defrost,ARM320D1ARSV,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ARM320D1ARSV
12 - Compact Refrigerator-Freezer - partial automatic defrost,ARM32D5ABB,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ARM32D5ABB
12 - Compact Refrigerator-Freezer - partial automatic defrost,ARM32D5ASL,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ARM32D5ASL
11A - Compact All-Refrigerator - manual defrost,ARM33S5ABB,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,ARM33S5ABB
11A - Compact All-Refrigerator - manual defrost,ARM33S5ASL,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,ARM33S5ASL
13A - Compact All-Refrigerators - automatic defrost,ARM44A5ASL,269,4.4,Yes,61.13636363636363,13A,4.4,269.0,ARM44A5ASL
11A - Compact All-Refrigerator - manual defrost,ARM44S5ABB,226,4.4,Yes,51.36363636363636,11A,4.4,226.0,ARM44S5ABB
11A - Compact All-Refrigerator - manual defrost,ARU33B1ABB,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,ARU33B1ABB
11A - Compact All-Refrigerator - manual defrost,ARU33B1AWW,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,ARU33B1AWW
3 - Freestanding Compact Cooler,ARW14B0ABB,121,1.5,Yes,80.66666666666667,3,1.5,121.0,ARW14B0ABB
3 - Freestanding Compact Cooler,ARW24S1ABB,138,2.3,Yes,60.00000000000001,3,2.3,138.0,ARW24S1ABB
3 - Freestanding Compact Cooler,ARW34S1ABB,143,3.3,Yes,43.333333333333336,3,3.3,143.0,ARW34S1ABB
12 - Compact Refrigerator-Freezer - partial automatic defrost,ATMP031AEB,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ATMP031AEB
12 - Compact Refrigerator-Freezer - partial automatic defrost,ATMP031AES,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ATMP031AES
12 - Compact Refrigerator-Freezer - partial automatic defrost,ATMP031AET,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ATMP031AET
12 - Compact Refrigerator-Freezer - partial automatic defrost,ATMP031AEW,270,3.8,Yes,71.05263157894737,12,3.8,270.0,ATMP031AEW
13A - Compact All-Refrigerators - automatic defrost,AU83ETWBR1RCM,167,8.3,Yes,20.12048192771084,13A,8.3,167.0,AU83ETWBR1RCM
11A - Compact All-Refrigerator - manual defrost,FKAFRM024AEU,213,2.4,Yes,88.75,11A,2.4,213.0,FKAFRM024AEU
12 - Compact Refrigerator-Freezer - partial automatic defrost,FKATMP031AEB,270,3.8,Yes,71.05263157894737,12,3.8,270.0,FKATMP031AEB
12 - Compact Refrigerator-Freezer - partial automatic defrost,FKATMP031AEW,270,3.8,Yes,71.05263157894737,12,3.8,270.0,FKATMP031AEW
11A - Compact All-Refrigerator - manual defrost,1AW1BF44A,226,4.2,Yes,53.80952380952381,11A,4.2,226.0,1AW1BF44A
12 - Compact Refrigerator-Freezer - partial automatic defrost,1AW2BF33A,322,3.9,Yes,82.56410256410257,12,3.9,322.0,1AW2BF33A
3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,2ATMSL212E,396,25.6,No,15.46875,3,25.6,396.0,2ATMSL212E
13A - Compact All-Refrigerators - automatic defrost,OR525U5D,265,4.7,Yes,56.38297872340425,13A,4.7,265.0,OR525U5D
13A - Compact All-Refrigerators - automatic defrost,OR543U3S,235,5.3,Yes,44.339622641509436,13A,5.3,235.0,OR543U3S
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA31B0W,320,3.8,Yes,84.21052631578948,12,3.8,320.0,RA31B0W
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA31B1B,320,3.8,Yes,84.21052631578948,12,3.8,320.0,RA31B1B
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA31B3S,320,3.8,Yes,84.21052631578948,12,3.8,320.0,RA31B3S
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA32J0W,312,3.9,Yes,80.0,12,3.9,312.0,RA32J0W
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA32J1B,312,3.9,Yes,80.0,12,3.9,312.0,RA32J1B
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA32J3S,312,3.9,Yes,80.0,12,3.9,312.0,RA32J3S
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA45B3S,327,5.4,Yes,60.55555555555555,12,5.4,327.0,RA45B3S
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA7306WT,345,8.4,Yes,41.07142857142857,12,8.4,345.0,RA7306WT
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA730B0W,344,8.3,Yes,41.44578313253012,12,8.3,344.0,RA730B0W
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA730B0W-IS,344,8.3,Yes,41.44578313253012,12,8.3,344.0,RA730B0W-IS
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA731B1B,344,8.3,Yes,41.44578313253012,12,8.3,344.0,RA731B1B
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA731B1B-IS,344,8.3,Yes,41.44578313253012,12,8.3,344.0,RA731B1B-IS
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA7326BT,345,8.4,Yes,41.07142857142857,12,8.4,345.0,RA7326BT
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA733B3S,344,8.3,Yes,41.44578313253012,12,8.3,344.0,RA733B3S
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA733B3S-IS,344,8.3,Yes,41.44578313253012,12,8.3,344.0,RA733B3S-IS
12 - Compact Refrigerator-Freezer - partial automatic defrost,RA75V**,345,8.5,Yes,40.588235294117645,12,8.5,345.0,RA75V..
11A - Compact All-Refrigerator - manual defrost,RM24T1B,200,2.4,Yes,83.33333333333334,11A,2.4,200.0,RM24T1B
11A - Compact All-Refrigerator - manual defrost,RM32J0W,218,3.2,Yes,68.125,11A,3.2,218.0,RM32J0W
11A - Compact All-Refrigerator - manual defrost,RM32J1B,218,3.2,Yes,68.125,11A,3.2,218.0,RM32J1B
11A - Compact All-Refrigerator - manual defrost,RM32JS,218,3.2,Yes,68.125,11A,3.2,218.0,RM32JS
11A - Compact All-Refrigerator - manual defrost,RM3306W,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,RM3306W
11A - Compact All-Refrigerator - manual defrost,RM3316B,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,RM3316B
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,B09IB81NSP,394,10.9,No,36.146788990825684,5-BI,10.9,394.0,B09IB81NSP
5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,B09IB91NS*,388,10.1,No,38.415841584158414,5-BI,10.1,388.0,B09IB91NS.
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB80NVB,345,12.3,No,28.048780487804876,5,12.3,345.0,B10CB80NVB
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB80NVS,345,12.3,No,28.048780487804876,5,12.3,345.0,B10CB80NVS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB80NVW/01,345,12.3,No,28.048780487804876,5,12.3,345.0,B10CB80NVW/01
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B10CB81NV*,383,12.3,No,31.13821138211382,5,12.3,383.0,B10CB81NV.
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B11CB50SSS/01,357,14.5,No,24.620689655172413,5,14.5,357.0,B11CB50SSS/01
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B11CB81SSS/01,482,14.2,No,33.943661971830984,5I,14.2,482.0,B11CB81SSS/01
7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,B20CS30SNS,593,25.5,No,23.254901960784313,7,25.5,593.0,B20CS30SNS
5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,B24CB50ESS,406,15.4,No,26.363636363636363,5,15.4,406.0,B24CB50ESS
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B24CB80ES*,490,15.4,No,31.818181818181817,5I,15.4,490.0,B24CB80ES.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B26FT50SNS,693,30.9,No,22.42718446601942,5A,30.9,693.0,B26FT50SNS
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B30IB900SP,498,19.4,No,25.670103092783506,5I-BI,19.4,498.0,B30IB900SP
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B30IB905SP,470,19.4,No,24.226804123711343,5I-BI,19.4,470.0,B30IB905SP
3A-BI - Built-In All-Refrigerators - automatic defrost,B30IR900SP,289,16.8,No,17.202380952380953,3A-BI,16.8,289.0,B30IR900SP
3A-BI - Built-In All-Refrigerators - automatic defrost,B30IR905SP,279,16.8,No,16.607142857142858,3A-BI,16.8,279.0,B30IR905SP
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36CD50SN*,656,26.4,No,24.84848484848485,5A,26.4,656.0,B36CD50SN.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36CD51SN*,656,26.4,No,24.84848484848485,5A,26.4,656.0,B36CD51SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CL80EN*,568,25.1,No,22.629482071713145,5I,25.1,568.0,B36CL80EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CL80SN*,568,25.1,No,22.629482071713145,5I,25.1,568.0,B36CL80SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CL81EN*,568,25.1,No,22.629482071713145,5I,25.1,568.0,B36CL81EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT80SN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT80SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT81EN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT81EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT81SN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT81SN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT82EN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT82EN.
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36CT82SN*,570,25.4,No,22.440944881889767,5I,25.4,570.0,B36CT82SN.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36FD50SN*,702,32.4,No,21.666666666666668,5A,32.4,702.0,B36FD50SN.
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,B36FD51SN*,702,32.4,No,21.666666666666668,5A,32.4,702.0,B36FD51SN.
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36IT900NP,585,23.6,No,24.78813559322034,5I-BI,23.6,585.0,B36IT900NP
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,B36IT905NP,579,23.6,No,24.533898305084744,5I-BI,23.6,579.0,B36IT905NP
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CFBI7360****,595,24.8,No,23.991935483870968,5I-BI,24.8,595.0,CFBI7360....
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CMVBI7360****,595,24.8,No,23.991935483870968,5I-BI,24.8,595.0,CMVBI7360....
5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CVBI7360****,595,24.8,No,23.991935483870968,5I-BI,24.8,595.0,CVBI7360....
13A - Compact All-Refrigerators - automatic defrost,CCP06BP*P***,274,5.1,Yes,53.72549019607843,13A,5.1,274.0,CCP06BP.P...
13A - Compact All-Refrigerators - automatic defrost,CCR06BM*P***,274,5.1,Yes,53.72549019607843,13A,5.1,274.0,CCR06BM.P...
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,CFE28TP*M***,725,34.7,No,20.89337175792507,5A,34.7,725.0,CFE28TP.M...
5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,CFE28UP*M***,725,34.7,No,20.89337175792507,5A,34.7,725.0,CFE28UP.M...
5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CGE29DM*T***,681,35.2,No,19.346590909090907,5I,35.2,681.0,CGE29DM.T...
