Product Class,Model Number,Annual Energy Use (kWh/yr),Adjusted Volume (ft3),Compact,energy_per_volume,code,adj_volume,annual_energy_use,regexed_model_no
12 - Compact Refrigerator-Freezer - partial automatic defrost,FFPS3133UM,320,3.7,Yes,86.48648648648648,12,3.7,320.0,FFPS3133UM
12 - Compact Refrigerator-Freezer - partial automatic defrost,FFPS4533U*,327,5.4,Yes,60.55555555555555,12,5.4,327.0,FFPS4533U.
12 - Compact Refrigerator-Freezer - partial automatic defrost,FFPS4533UU,327,5.4,Yes,60.55555555555555,12,5.4,327.0,FFPS4533UU
12 - Compact Refrigerator-Freezer - partial automatic defrost,FR840-F-GB-RED,312,3.9,Yes,80.0,12,3.9,312.0,FR840-F-GB-RED
11A - Compact All-Refrigerator - manual defrost,FRD01W3MMG,207,1.6,Yes,129.375,11A,1.6,207.0,FRD01W3MMG
11A - Compact All-Refrigerator - manual defrost,FRD01W3MMW,207,1.6,Yes,129.375,11A,1.6,207.0,FRD01W3MMW
12 - Compact Refrigerator-Freezer - partial automatic defrost,FRPE4534AV,327,5.4,Yes,60.55555555555555,12,5.4,327.0,FRPE4534AV
11A - Compact All-Refrigerator - manual defrost,GCE06GGH****,236,5.6,Yes,42.142857142857146,11A,5.6,236.0,GCE06GGH....
11A - Compact All-Refrigerator - manual defrost,GCE06GSH****,236,5.6,Yes,42.142857142857146,11A,5.6,236.0,GCE06GSH....
12 - Compact Refrigerator-Freezer - partial automatic defrost,GDE03GGK****,321,3.8,Yes,84.47368421052632,12,3.8,321.0,GDE03GGK....
12 - Compact Refrigerator-Freezer - partial automatic defrost,GDE03GLK****,321,3.8,Yes,84.47368421052632,12,3.8,321.0,GDE03GLK....
12 - Compact Refrigerator-Freezer - partial automatic defrost,AMAR46TBKE,325,5.6,Yes,58.03571428571429,12,5.6,325.0,AMAR46TBKE
13A - Compact All-Refrigerators - automatic defrost,BC-103R62H,260,3.5,Yes,74.28571428571429,13A,3.5,260.0,BC-103R62H
13A - Compact All-Refrigerators - automatic defrost,BC-103RDF-G-62H,260,3.5,Yes,74.28571428571429,13A,3.5,260.0,BC-103RDF-G-62H
13A - Compact All-Refrigerators - automatic defrost,BC-127RB-A62H,268,4.3,Yes,62.32558139534884,13A,4.3,268.0,BC-127RB-A62H
11A - Compact All-Refrigerator - manual defrost,BC-47F-F-62H,208,1.8,Yes,115.55555555555556,11A,1.8,208.0,BC-47F-F-62H
13A - Compact All-Refrigerators - automatic defrost,BC-93S-62H,258,3.2,Yes,80.625,13A,3.2,258.0,BC-93S-62H
13A - Compact All-Refrigerators - automatic defrost,BC-93S-B-62H,258,3.2,Yes,80.625,13A,3.2,258.0,BC-93S-B-62H
11A - Compact All-Refrigerator - manual defrost,GL17*,230,1.7,Yes,135.29411764705884,11A,1.7,230.0,GL17.
11A - Compact All-Refrigerator - manual defrost,GL17BK,208,1.8,Yes,115.55555555555556,11A,1.8,208.0,GL17BK
11A - Compact All-Refrigerator - manual defrost,GL17RD,208,1.8,Yes,115.55555555555556,11A,1.8,208.0,GL17RD
11A - Compact All-Refrigerator - manual defrost,GL17WE,208,1.8,Yes,115.55555555555556,11A,1.8,208.0,GL17WE
11A - Compact All-Refrigerator - manual defrost,GL27BK,214,2.8,Yes,76.42857142857143,11A,2.8,214.0,GL27BK
11A - Compact All-Refrigerator - manual defrost,GL27RD,214,2.8,Yes,76.42857142857143,11A,2.8,214.0,GL27RD
11A - Compact All-Refrigerator - manual defrost,GL27S5,214,2.8,Yes,76.42857142857143,11A,2.8,214.0,GL27S5
11A - Compact All-Refrigerator - manual defrost,GL27WE,214,2.8,Yes,76.42857142857143,11A,2.8,214.0,GL27WE
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL31BEE,321,3.8,Yes,84.47368421052632,12,3.8,321.0,GL31BEE
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL31BKE,321,3.8,Yes,84.47368421052632,12,3.8,321.0,GL31BKE
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL31BKE,322,3.8,Yes,84.73684210526316,12,3.8,322.0,GL31BKE
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL31RDE,321,3.8,Yes,84.47368421052632,12,3.8,321.0,GL31RDE
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL31S3E,322,3.8,Yes,84.73684210526316,12,3.8,322.0,GL31S3E
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL31S5E,322,3.8,Yes,84.73684210526316,12,3.8,322.0,GL31S5E
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL35BK,361,5.0,Yes,72.2,12,5.0,361.0,GL35BK
11A - Compact All-Refrigerator - manual defrost,GL35BK,220,3.7,Yes,59.45945945945946,11A,3.7,220.0,GL35BK
11A - Compact All-Refrigerator - manual defrost,GL35RD,220,3.7,Yes,59.45945945945946,11A,3.7,220.0,GL35RD
11A - Compact All-Refrigerator - manual defrost,GL35S5,220,3.7,Yes,59.45945945945946,11A,3.7,220.0,GL35S5
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL35WE,320,3.1,Yes,103.2258064516129,12,3.1,320.0,GL35WE
11A - Compact All-Refrigerator - manual defrost,GL43BK,228,4.3,Yes,53.02325581395349,11A,4.3,228.0,GL43BK
13A - Compact All-Refrigerators - automatic defrost,GL43R**E,268,4.3,Yes,62.32558139534884,13A,4.3,268.0,GL43R..E
11A - Compact All-Refrigerator - manual defrost,GL43S3,228,4.3,Yes,53.02325581395349,11A,4.3,228.0,GL43S3
11A - Compact All-Refrigerator - manual defrost,GL43S5,228,4.3,Yes,53.02325581395349,11A,4.3,228.0,GL43S5
13A - Compact All-Refrigerators - automatic defrost,GL44RBEE,265,4.4,Yes,60.22727272727272,13A,4.4,265.0,GL44RBEE
13A - Compact All-Refrigerators - automatic defrost,GL44RBKE,265,4.4,Yes,60.22727272727272,13A,4.4,265.0,GL44RBKE
13A - Compact All-Refrigerators - automatic defrost,GL44RRDE,265,4.4,Yes,60.22727272727272,13A,4.4,265.0,GL44RRDE
12 - Compact Refrigerator-Freezer - partial automatic defrost,GL46TS5E,325,5.6,Yes,58.03571428571429,12,5.6,325.0,GL46TS5E
11A - Compact All-Refrigerator - manual defrost,GLR17M**R09,208,1.8,Yes,115.55555555555556,11A,1.8,208.0,GLR17M..R09
11A - Compact All-Refrigerator - manual defrost,GLR17WEE,208,1.8,Yes,115.55555555555556,11A,1.8,208.0,GLR17WEE
11A - Compact All-Refrigerator - manual defrost,GLR25MBKE02,213,2.5,Yes,85.2,11A,2.5,213.0,GLR25MBKE02
11A - Compact All-Refrigerator - manual defrost,GLR25M**R10,213,2.5,Yes,85.2,11A,2.5,213.0,GLR25M..R10
11A - Compact All-Refrigerator - manual defrost,GLR25M**R27,213,2.5,Yes,85.2,11A,2.5,213.0,GLR25M..R27
11A - Compact All-Refrigerator - manual defrost,GLR25MS1E02,213,2.5,Yes,85.2,11A,2.5,213.0,GLR25MS1E02
11A - Compact All-Refrigerator - manual defrost,GLR27**E,215,2.7,Yes,79.62962962962962,11A,2.7,215.0,GLR27..E
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR31TBEER,320,3.8,Yes,84.21052631578948,12,3.8,320.0,GLR31TBEER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR31TBKER,320,3.1,Yes,103.2258064516129,12,3.1,320.0,GLR31TBKER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR31T**E02,320,3.8,Yes,84.21052631578948,12,3.8,320.0,GLR31T..E02
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR31T**ER,320,3.8,Yes,84.21052631578948,12,3.8,320.0,GLR31T..ER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR31TRDER,320,3.1,Yes,103.2258064516129,12,3.1,320.0,GLR31TRDER
11A - Compact All-Refrigerator - manual defrost,GLR33MBKE02,218,3.3,Yes,66.06060606060606,11A,3.3,218.0,GLR33MBKE02
11A - Compact All-Refrigerator - manual defrost,GLR33MBKR29,218,3.3,Yes,66.06060606060606,11A,3.3,218.0,GLR33MBKR29
11A - Compact All-Refrigerator - manual defrost,GLR33M**E23,218,3.2,Yes,68.125,11A,3.2,218.0,GLR33M..E23
11A - Compact All-Refrigerator - manual defrost,GLR33MRDR29,218,3.3,Yes,66.06060606060606,11A,3.3,218.0,GLR33MRDR29
11A - Compact All-Refrigerator - manual defrost,GLR33MWEE02,218,3.3,Yes,66.06060606060606,11A,3.3,218.0,GLR33MWEE02
11A - Compact All-Refrigerator - manual defrost,GLR35BKER,220,3.5,Yes,62.857142857142854,11A,3.5,220.0,GLR35BKER
11A - Compact All-Refrigerator - manual defrost,GLR35**ER,220,3.4,Yes,64.70588235294117,11A,3.4,220.0,GLR35..ER
11A - Compact All-Refrigerator - manual defrost,GLR35RDER,220,3.5,Yes,62.857142857142854,11A,3.5,220.0,GLR35RDER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR40T**E,325,5.0,Yes,65.0,12,5.0,325.0,GLR40T..E
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR40T**ER,325,5.0,Yes,65.0,12,5.0,325.0,GLR40T..ER
13A - Compact All-Refrigerators - automatic defrost,GLR44BEER,265,4.3,Yes,61.627906976744185,13A,4.3,265.0,GLR44BEER
11A - Compact All-Refrigerator - manual defrost,GLR44**ER,265,4.3,Yes,61.627906976744185,11A,4.3,265.0,GLR44..ER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR46B**E04,330,5.7,Yes,57.89473684210526,12,5.7,330.0,GLR46B..E04
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR46BRDR12,330,5.7,Yes,57.89473684210526,12,5.7,330.0,GLR46BRDR12
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR46TBKER,325,4.6,Yes,70.65217391304348,12,4.6,325.0,GLR46TBKER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR46T**E,325,5.6,Yes,58.03571428571429,12,5.6,325.0,GLR46T..E
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR46TRDER,325,4.6,Yes,70.65217391304348,12,4.6,325.0,GLR46TRDER
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR74B**E04,350,9.8,Yes,35.71428571428571,12,9.8,350.0,GLR74B..E04
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR74B**R12,350,9.8,Yes,35.71428571428571,12,9.8,350.0,GLR74B..R12
12 - Compact Refrigerator-Freezer - partial automatic defrost,GLR74BRDR12,354,9.8,Yes,36.12244897959184,12,9.8,354.0,GLR74BRDR12
12 - Compact Refrigerator-Freezer - partial automatic defrost,JR31T**E10,320,3.8,Yes,84.21052631578948,12,3.8,320.0,JR31T..E10
11A - Compact All-Refrigerator - manual defrost,SGR33M**R10,218,3.2,Yes,68.125,11A,3.2,218.0,SGR33M..R10
12 - Compact Refrigerator-Freezer - partial automatic defrost,VSR27MS1E01,320,3.8,Yes,84.21052631578948,12,3.8,320.0,VSR27MS1E01
11A - Compact All-Refrigerator - manual defrost,GME04GGK****,227,4.4,Yes,51.590909090909086,11A,4.4,227.0,GME04GGK....
11A - Compact All-Refrigerator - manual defrost,GME04GLK****,227,4.4,Yes,51.590909090909086,11A,4.4,227.0,GME04GLK....
12 - Compact Refrigerator-Freezer - partial automatic defrost,FR840-F-GB-BLACK,312,3.9,Yes,80.0,12,3.9,312.0,FR840-F-GB-BLACK
11A - Compact All-Refrigerator - manual defrost,GKIM08121*,169,7.6,Yes,22.236842105263158,11A,7.6,169.0,GKIM08121.
12 - Compact Refrigerator-Freezer - partial automatic defrost,RC31C2W*E,321,3.7,Yes,86.75675675675676,12,3.7,321.0,RC31C2W.E
11A - Compact All-Refrigerator - manual defrost,RC33C1GBE,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,RC33C1GBE
11A - Compact All-Refrigerator - manual defrost,RC33C1G*E,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,RC33C1G.E
12 - Compact Refrigerator-Freezer - partial automatic defrost,RC44C2G*E,329,5.2,Yes,63.26923076923077,12,5.2,329.0,RC44C2G.E
11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,RC63C1G*E,281,6.7,Yes,41.940298507462686,11,6.7,281.0,RC63C1G.E
11A - Compact All-Refrigerator - manual defrost,RR17D6ABE,207,1.7,Yes,121.76470588235294,11A,1.7,207.0,RR17D6ABE
11A - Compact All-Refrigerator - manual defrost,RR17D6AWE,207,1.7,Yes,121.76470588235294,11A,1.7,207.0,RR17D6AWE
11A - Compact All-Refrigerator - manual defrost,HC17SF15RB,200,1.7,Yes,117.64705882352942,11A,1.7,200.0,HC17SF15RB
11A - Compact All-Refrigerator - manual defrost,HC17SF15RW,200,1.7,Yes,117.64705882352942,11A,1.7,200.0,HC17SF15RW
11A - Compact All-Refrigerator - manual defrost,EFR100-B-BLACK,206,1.6,Yes,128.75,11A,1.6,206.0,EFR100-B-BLACK
11A - Compact All-Refrigerator - manual defrost,HBF1600-BLUE,206,1.6,Yes,128.75,11A,1.6,206.0,HBF1600-BLUE
11A - Compact All-Refrigerator - manual defrost,HBF1600-CORAL,206,1.6,Yes,128.75,11A,1.6,206.0,HBF1600-CORAL
11A - Compact All-Refrigerator - manual defrost,HBF1600-CREAM,206,1.6,Yes,128.75,11A,1.6,206.0,HBF1600-CREAM
11A - Compact All-Refrigerator - manual defrost,HBF1600-RED,206,1.6,Yes,128.75,11A,1.6,206.0,HBF1600-RED
11A - Compact All-Refrigerator - manual defrost,HBF1600-WHITE,206,1.6,Yes,128.75,11A,1.6,206.0,HBF1600-WHITE
11A - Compact All-Refrigerator - manual defrost,HBF3200-BLACK,218,3.2,Yes,68.125,11A,3.2,218.0,HBF3200-BLACK
11A - Compact All-Refrigerator - manual defrost,HBR33MBKE02 ,218,3.2,Yes,68.125,11A,3.2,218.0,HBR33MBKE02 
11A - Compact All-Refrigerator - manual defrost,HBR33MWEE02  ,218,3.2,Yes,68.125,11A,3.2,218.0,HBR33MWEE02  
11A - Compact All-Refrigerator - manual defrost,REFHB17*,208,1.7,Yes,122.3529411764706,11A,1.7,208.0,REFHB17.
11A - Compact All-Refrigerator - manual defrost,HRF200R,215,2.5,Yes,86.0,11A,2.5,215.0,HRF200R
11A - Compact All-Refrigerator - manual defrost,HRF300R,220,3.2,Yes,68.75,11A,3.2,220.0,HRF300R
11A - Compact All-Refrigerator - manual defrost,BC-93-62H,218,3.2,Yes,68.125,11A,3.2,218.0,BC-93-62H
13A - Compact All-Refrigerators - automatic defrost,BC-120/HC,268,4.2,Yes,63.80952380952381,13A,4.2,268.0,BC-120/HC
13A - Compact All-Refrigerators - automatic defrost,LCR17D6NBE,245,1.5,Yes,163.33333333333334,13A,1.5,245.0,LCR17D6NBE
13A - Compact All-Refrigerators - automatic defrost,LCR27D6NBE,254,2.5,Yes,101.6,13A,2.5,254.0,LCR27D6NBE
13A - Compact All-Refrigerators - automatic defrost,LCR33D6NSE,258,3.1,Yes,83.2258064516129,13A,3.1,258.0,LCR33D6NSE
12 - Compact Refrigerator-Freezer - partial automatic defrost,LCT33D6ASE,322,3.9,Yes,82.56410256410257,12,3.9,322.0,LCT33D6ASE
12 - Compact Refrigerator-Freezer - partial automatic defrost,LCT43D6A*E,328,5.0,Yes,65.6,12,5.0,328.0,LCT43D6A.E
13A - Compact All-Refrigerators - automatic defrost,LMS016M6RBE,246,1.6,Yes,153.75,13A,1.6,246.0,LMS016M6RBE
13A - Compact All-Refrigerators - automatic defrost,LMS026M6RBE,254,2.5,Yes,101.6,13A,2.5,254.0,LMS026M6RBE
13A - Compact All-Refrigerators - automatic defrost,LMS033M6RBE,260,3.3,Yes,78.7878787878788,13A,3.3,260.0,LMS033M6RBE
13A - Compact All-Refrigerators - automatic defrost,LMS044M6RBE,269,4.4,Yes,61.13636363636363,13A,4.4,269.0,LMS044M6RBE
12 - Compact Refrigerator-Freezer - partial automatic defrost,LMT33M6AVE,321,3.7,Yes,86.75675675675676,12,3.7,321.0,LMT33M6AVE
12 - Compact Refrigerator-Freezer - partial automatic defrost,LMT43M6ABE,329,5.2,Yes,63.26923076923077,12,5.2,329.0,LMT43M6ABE
13A - Compact All-Refrigerators - automatic defrost,RC26A1G*E,254,2.5,Yes,101.6,13A,2.5,254.0,RC26A1G.E
11A - Compact All-Refrigerator - manual defrost,RR42D6**E,226,4.2,Yes,53.80952380952381,11A,4.2,226.0,RR42D6..E
11A - Compact All-Refrigerator - manual defrost,WMS017M6XBE,208,1.6,Yes,130.0,11A,1.6,208.0,WMS017M6XBE
11A - Compact All-Refrigerator - manual defrost,WMS026M6XBE,215,2.6,Yes,82.6923076923077,11A,2.6,215.0,WMS026M6XBE
11A - Compact All-Refrigerator - manual defrost,WMS044M6XBE,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,WMS044M6XBE
11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,WMS053M6XVE,273,5.7,Yes,47.89473684210526,11,5.7,273.0,WMS053M6XVE
11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,WMS063M6XVE,281,6.7,Yes,41.940298507462686,11,6.7,281.0,WMS063M6XVE
11A - Compact All-Refrigerator - manual defrost,HME030210N,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,HME030210N
11A - Compact All-Refrigerator - manual defrost,HME030362N,325,4.5,Yes,72.22222222222223,11A,4.5,325.0,HME030362N
13A - Compact All-Refrigerators - automatic defrost,BK49BS,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,BK49BS
11A - Compact All-Refrigerator - manual defrost,HME030438N,213,2.4,Yes,88.75,11A,2.4,213.0,HME030438N
11A - Compact All-Refrigerator - manual defrost,H16MRB,207,1.6,Yes,129.375,11A,1.6,207.0,H16MRB
11A - Compact All-Refrigerator - manual defrost,H16MRS,207,1.6,Yes,129.375,11A,1.6,207.0,H16MRS
12 - Compact Refrigerator-Freezer - partial automatic defrost,H31MRB*,270,3.8,Yes,71.05263157894737,12,3.8,270.0,H31MRB.
12 - Compact Refrigerator-Freezer - partial automatic defrost,H31MRS*,270,3.8,Yes,71.05263157894737,12,3.8,270.0,H31MRS.
11A - Compact All-Refrigerator - manual defrost,H33MRB*,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,H33MRB.
11A - Compact All-Refrigerator - manual defrost,H33MRS*,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,H33MRS.
11A - Compact All-Refrigerator - manual defrost,HME02GGM****,208,1.7,Yes,122.3529411764706,11A,1.7,208.0,HME02GGM....
11A - Compact All-Refrigerator - manual defrost,HME03GGM****,215,2.7,Yes,79.62962962962962,11A,2.7,215.0,HME03GGM....
11A - Compact All-Refrigerator - manual defrost,FR100I-B-BLACK,208,1.7,Yes,122.3529411764706,11A,1.7,208.0,FR100I-B-BLACK
11A - Compact All-Refrigerator - manual defrost,FR100I-B-WHITE,208,1.7,Yes,122.3529411764706,11A,1.7,208.0,FR100I-B-WHITE
11A - Compact All-Refrigerator - manual defrost,FR115I-B-BLACK,208,1.7,Yes,122.3529411764706,11A,1.7,208.0,FR115I-B-BLACK
3 - Freestanding Compact Cooler,NS-WC14SS3,121,1.5,Yes,80.66666666666667,3,1.5,121.0,NS-WC14SS3
3 - Freestanding Compact Cooler,NS-WC29SS3,143,3.3,Yes,43.333333333333336,3,3.3,143.0,NS-WC29SS3
3 - Freestanding Compact Cooler,NS-WC29SS3-C,143,3.3,Yes,43.333333333333336,3,3.3,143.0,NS-WC29SS3-C
13A - Compact All-Refrigerators - automatic defrost,IVBKADT491B,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,IVBKADT491B
13A - Compact All-Refrigerators - automatic defrost,IVBKADT491SS,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,IVBKADT491SS
13A - Compact All-Refrigerators - automatic defrost,IVBKAST491B,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,IVBKAST491B
13A - Compact All-Refrigerators - automatic defrost,IVBKAST491SS,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,IVBKAST491SS
11A - Compact All-Refrigerator - manual defrost,FR115I-B-BLUE,208,1.6,Yes,130.0,11A,1.6,208.0,FR115I-B-BLUE
11A - Compact All-Refrigerator - manual defrost,FR115I-B-GREEN,208,1.6,Yes,130.0,11A,1.6,208.0,FR115I-B-GREEN
11A - Compact All-Refrigerator - manual defrost,FR115I-B-ORANGE,208,1.6,Yes,130.0,11A,1.6,208.0,FR115I-B-ORANGE
11A - Compact All-Refrigerator - manual defrost,FR283I-B-BLACK,216,1.6,Yes,135.0,11A,1.6,216.0,FR283I-B-BLACK
11A - Compact All-Refrigerator - manual defrost,FR320I-B,197,3.2,Yes,61.5625,11A,3.2,197.0,FR320I-B
13A - Compact All-Refrigerators - automatic defrost,IBK49BK,270,4.9,Yes,55.10204081632653,13A,4.9,270.0,IBK49BK
11A - Compact All-Refrigerator - manual defrost,IRF16RSBK,176,1.6,Yes,110.0,11A,1.6,176.0,IRF16RSBK
11A - Compact All-Refrigerator - manual defrost,IRF32BK,218,3.2,Yes,68.125,11A,3.2,218.0,IRF32BK
12 - Compact Refrigerator-Freezer - partial automatic defrost,IRF32DDRSBK,304,3.2,Yes,95.0,12,3.2,304.0,IRF32DDRSBK
11A - Compact All-Refrigerator - manual defrost,IRF32EBBK,197,3.2,Yes,61.5625,11A,3.2,197.0,IRF32EBBK
11A - Compact All-Refrigerator - manual defrost,IRF32LCKPL,197,3.2,Yes,61.5625,11A,3.2,197.0,IRF32LCKPL
12 - Compact Refrigerator-Freezer - partial automatic defrost,HS-147RN(NA) LAGAN,325,4.4,Yes,73.86363636363636,12,4.4,325.0,HS-147RN(NA) LAGAN
11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,HS-164LN(NA) LAGAN,265,4.8,Yes,55.208333333333336,11,4.8,265.0,HS-164LN(NA) LAGAN
11A - Compact All-Refrigerator - manual defrost,HS-57LN(NA) TILLREDA,207,1.6,Yes,129.375,11A,1.6,207.0,HS-57LN(NA) TILLREDA
11A - Compact All-Refrigerator - manual defrost,HS-65LN(NA) TILLREDA N,208,1.5,Yes,138.66666666666666,11A,1.5,208.0,HS-65LN(NA) TILLREDA N
3 - Freestanding Compact Cooler,"NS-BI1ZWCxxxxxx (x = a-z, A-Z, 0-9, -, blank)",155,5.6,Yes,27.67857142857143,3,5.6,155.0,"NS-BI1ZWCxxxxxx (x = a-z, A-Z, 0-9, -, blank)"
13A - Compact All-Refrigerators - automatic defrost,NS-CF17******,245,1.7,Yes,144.11764705882354,13A,1.7,245.0,NS-CF17......
13A - Compact All-Refrigerators - automatic defrost,NS-CF17BK9,245,1.7,Yes,144.11764705882354,13A,1.7,245.0,NS-CF17BK9
13A - Compact All-Refrigerators - automatic defrost,NS-CF17BK9-C,245,1.7,Yes,144.11764705882354,13A,1.7,245.0,NS-CF17BK9-C
11A - Compact All-Refrigerator - manual defrost,NS-CF26BK6,215,2.6,Yes,82.6923076923077,11A,2.6,215.0,NS-CF26BK6
11A - Compact All-Refrigerator - manual defrost,NS-CF26BK8,215,2.6,Yes,82.6923076923077,11A,2.6,215.0,NS-CF26BK8
13A - Compact All-Refrigerators - automatic defrost,NS-CF26BK9,250,2.6,Yes,96.15384615384615,13A,2.6,250.0,NS-CF26BK9
11A - Compact All-Refrigerator - manual defrost,NS-CF26BL7-C,215,2.6,Yes,82.6923076923077,11A,2.6,215.0,NS-CF26BL7-C
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CF30******,321,3.6,Yes,89.16666666666667,12,3.6,321.0,NS-CF30......
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CF30SS9,321,3.7,Yes,86.75675675675676,12,3.7,321.0,NS-CF30SS9
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CF31SS6,321,3.7,Yes,86.75675675675676,12,3.7,321.0,NS-CF31SS6
11A - Compact All-Refrigerator - manual defrost,NS-CF33BK#***,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,NS-CF33BK....
11A - Compact All-Refrigerator - manual defrost,NS-CF33BK3,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,NS-CF33BK3
11A - Compact All-Refrigerator - manual defrost,NS-CF33BK3-C,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,NS-CF33BK3-C
13A - Compact All-Refrigerators - automatic defrost,NS-CF33BK8,258,3.3,Yes,78.18181818181819,13A,3.3,258.0,NS-CF33BK8
13A - Compact All-Refrigerators - automatic defrost,NS-CF33BK8-C,258,3.3,Yes,78.18181818181819,13A,3.3,258.0,NS-CF33BK8-C
11A - Compact All-Refrigerator - manual defrost,NS-CF33SS#***,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,NS-CF33SS....
11A - Compact All-Refrigerator - manual defrost,NS-CF33SS3,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,NS-CF33SS3
11A - Compact All-Refrigerator - manual defrost,NS-CF33SS3-C,220,3.3,Yes,66.66666666666667,11A,3.3,220.0,NS-CF33SS3-C
13A - Compact All-Refrigerators - automatic defrost,NS-CF33SS8,258,3.3,Yes,78.18181818181819,13A,3.3,258.0,NS-CF33SS8
13A - Compact All-Refrigerators - automatic defrost,NS-CF33WH8,258,3.3,Yes,78.18181818181819,13A,3.3,258.0,NS-CF33WH8
13A - Compact All-Refrigerators - automatic defrost,NSCF33WH8,258,3.3,Yes,78.18181818181819,13A,3.3,258.0,NSCF33WH8
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CF43SS9,329,5.3,Yes,62.07547169811321,12,5.3,329.0,NS-CF43SS9
11A - Compact All-Refrigerator - manual defrost,NS-CF44BK#***,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44BK....
11A - Compact All-Refrigerator - manual defrost,NS-CF44BK3,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44BK3
11A - Compact All-Refrigerator - manual defrost,NS-CF44BK3-C,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44BK3-C
11A - Compact All-Refrigerator - manual defrost,NS-CF44GD2,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44GD2
11A - Compact All-Refrigerator - manual defrost,NS-CF44GD2-C,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44GD2-C
11A - Compact All-Refrigerator - manual defrost,NS-CF44GD3,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44GD3
11A - Compact All-Refrigerator - manual defrost,NS-CF44GD3-C,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44GD3-C
11A - Compact All-Refrigerator - manual defrost,NS-CF44SS#***,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44SS....
11A - Compact All-Refrigerator - manual defrost,NS-CF44SS3-C,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44SS3-C
11A - Compact All-Refrigerator - manual defrost,NS-CF44SS8,228,4.4,Yes,51.81818181818181,11A,4.4,228.0,NS-CF44SS8
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CF49BMSS2,335,6.2,Yes,54.03225806451613,12,6.2,335.0,NS-CF49BMSS2
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CF49BMSS2-C,335,6.2,Yes,54.03225806451613,12,6.2,335.0,NS-CF49BMSS2-C
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CFBM41******,325,4.9,Yes,66.3265306122449,12,4.9,325.0,NS-CFBM41......
12 - Compact Refrigerator-Freezer - partial automatic defrost,NS-CFBM41SS1,325,4.9,Yes,66.3265306122449,12,4.9,325.0,NS-CFBM41SS1
