Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume,source,adj_volume,annual_energy_use,regexed_model_no,exists_in_other_db
QF9_10_M,HCM9DM****,227.0,16.5,(10.) Chest freezers and all other freezers except compact freezers,13.757575757575758,doe,16.5,227.0,HCM9DM....,False
M22I_7_N1,GZS22IMN****,667.0,27.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.254545454545454,doe,27.5,667.0,GZS22IMN....,False
M22D_7_J1,GZS22DMJ****,669.0,27.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.06474820143885,doe,27.8,669.0,GZS22DMJ....,False
M22D_7_J1,GZS22DGJ****,669.0,27.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.06474820143885,doe,27.8,669.0,GZS22DGJ....,False
D22S_3_N-IM,GTS22KSN****,535.0,27.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,19.814814814814813,doe,27.0,535.0,GTS22KSN....,False
D22S_3_N,GTS22KSN****,451.0,27.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.703703703703702,doe,27.0,451.0,GTS22KSN....,False
D22S_3_N,GTS22KMN****,451.0,27.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.703703703703702,doe,27.0,451.0,GTS22KMN....,False
D22S_3_N-IM,GTS22KGN****,535.0,27.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,19.814814814814813,doe,27.0,535.0,GTS22KGN....,False
D19S_3_N-IM,GTS19KYN****,506.0,23.4,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.623931623931625,doe,23.4,506.0,GTS19KYN....,False
D19S_3_N,GTS19KYN****,422.0,23.4,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.034188034188034,doe,23.4,422.0,GTS19KYN....,False
D19S_3_N-IM,GTS19KSN****,506.0,23.4,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.623931623931625,doe,23.4,506.0,GTS19KSN....,False
D19S_3_N,GTS19KSN****,422.0,23.4,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.034188034188034,doe,23.4,422.0,GTS19KSN....,False
D19S_3_N-IM,GTS19KMN****,506.0,23.4,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.623931623931625,doe,23.4,506.0,GTS19KMN....,False
D19S_3_N,GTS19KMN****,422.0,23.4,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.034188034188034,doe,23.4,422.0,GTS19KMN....,False
D19S_3_N-IM,GTS19KGN****,506.0,23.4,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.623931623931625,doe,23.4,506.0,GTS19KGN....,False
D18S_3_N-IM,GTS18HYN****,483.0,20.6,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.44660194174757,doe,20.6,483.0,GTS18HYN....,False
D18S_3_N,GTS18HSN****,399.0,20.6,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.36893203883495,doe,20.6,399.0,GTS18HSN....,False
D18S_3_N-IM,GTS18HMN****,483.0,20.6,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.44660194174757,doe,20.6,483.0,GTS18HMN....,False
D18S_3_N,GTS18GTN****,399.0,20.6,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.36893203883495,doe,20.6,399.0,GTS18GTN....,False
D18S_3_N-IM,GTS18GSN****,483.0,20.6,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.44660194174757,doe,20.6,483.0,GTS18GSN....,False
D18S_3_N,GTS18GSN****,399.0,20.6,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.36893203883495,doe,20.6,399.0,GTS18GSN....,False
D17S_3_N-IM,GTS17GTN****,476.0,19.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,24.16243654822335,doe,19.7,476.0,GTS17GTN....,False
D17S_3_N,GTS17GSN****,392.0,19.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.898477157360407,doe,19.7,392.0,GTS17GSN....,False
D17S_3_N-IM,GTS17DTN****,476.0,19.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,24.16243654822335,doe,19.7,476.0,GTS17DTN....,False
D16S_3_N,GTS16DTN****,384.0,18.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,20.53475935828877,doe,18.7,384.0,GTS16DTN....,False
Mid18_3_L,GTR18FTL****,404.0,21.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.056603773584907,doe,21.2,404.0,GTR18FTL....,False
Mid18_3_L,GTR18FSL****,404.0,21.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.056603773584907,doe,21.2,404.0,GTR18FSL....,False
M25I_7_N1,GSS25IGN****,704.0,31.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.06896551724138,doe,31.9,704.0,GSS25IGN....,False
M25I_7_N1,GSS25IEN****,704.0,31.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.06896551724138,doe,31.9,704.0,GSS25IEN....,False
M25A_7_H1,GSS25CSH****,708.0,32.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.85185185185185,doe,32.4,708.0,GSS25CSH....,False
M23S_7_P1,GSS23GYP****,673.0,28.3,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.780918727915193,doe,28.3,673.0,GSS23GYP....,False
M23G_7_K,GSS23GGK****,675.0,28.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.76760563380282,doe,28.4,675.0,GSS23GGK....,False
L28GD_5A_NP,GFD28GML****,795.0,34.6,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.976878612716764,doe,34.6,795.0,GFD28GML....,False
Mid21T_9_M,FUF21SM****,551.0,37.5,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.693333333333333,doe,37.5,551.0,FUF21SM....,False
Mid21T_9_R,FUF21QR****,551.0,37.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.654255319148936,doe,37.6,551.0,FUF21QR....,False
Mid17T_9_M,FUF17SM****,489.0,30.4,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.085526315789476,doe,30.4,489.0,FUF17SM....,False
Mid14T_9_M,FUF14SM****,441.0,24.8,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.782258064516128,doe,24.8,441.0,FUF14SM....,False
Mid14T_9_R,FUF14QR****,442.0,24.9,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.751004016064257,doe,24.9,442.0,FUF14QR....,False
F9_10_R,FCM9SR****,220.0,15.5,(10.) Chest freezers and all other freezers except compact freezers,14.193548387096774,doe,15.5,220.0,FCM9SR....,False
QF16S_10_L,FCM16SL****,308.0,27.6,(10.) Chest freezers and all other freezers except compact freezers,11.159420289855072,doe,27.6,308.0,FCM16SL....,False
L28G_5A_H,DFE28JGH****,724.0,34.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.864553314121036,doe,34.7,724.0,DFE28JGH....,False
M22M_7_K1,CZS22MP*N***,669.0,27.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.06474820143885,doe,27.8,669.0,CZS22MP.N...,False
S48P_7-BI_N,CSB48YP*N***,885.0,37.4,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.663101604278076,doe,37.4,885.0,CSB48YP.N...,False
M22I_7_N1,GZS22IYN****,667.0,27.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.254545454545454,doe,27.5,667.0,GZS22IYN....,False
QF5_18_M,HF50C*20*,219.0,9.0,(18.) Compact chest freezers,24.333333333333332,doe,9.0,219.0,HF50C.20.,False
4w3ig80-32,ART308FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,ART308FFD.,False
0w3i10-06,MRT711SMF***,527.0,25.9,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.34749034749035,doe,25.9,527.0,MRT711SMF...,False
1W1060,WZC5116LW,313.0,28.2,(10.) Chest freezers and all other freezers except compact freezers,11.099290780141844,doe,28.2,313.0,WZC5116LW,False
1W1060,AZC5216LW,313.0,28.2,(10.) Chest freezers and all other freezers except compact freezers,11.099290780141844,doe,28.2,313.0,AZC5216LW,False
1W1060,MZC5216LW,313.0,28.2,(10.) Chest freezers and all other freezers except compact freezers,11.099290780141844,doe,28.2,313.0,MZC5216LW,False
1W3i30,WRT313CZL***,440.0,15.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,29.13907284768212,doe,15.1,440.0,WRT313CZL...,False
2w4ibi00,JBSFS48NMX**,833.0,38.3,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.749347258485642,doe,38.3,833.0,JBSFS48NMX..,False
2w4ibi50,JBSFS42NMX**,774.0,32.5,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,23.815384615384616,doe,32.5,774.0,JBSFS42NMX..,False
2w4ibi51,KBSN702M****,774.0,32.5,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,23.815384615384616,doe,32.5,774.0,KBSN702M....,False
4k5ij20-02,7200*,640.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.703703703703702,doe,27.0,640.0,7200.,False
4k7z10-09,ASI2275FR*0*,658.0,26.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.924242424242426,doe,26.4,658.0,ASI2275FR.0.,False
4k7z10-09,WRS322FDA*0*,658.0,26.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.924242424242426,doe,26.4,658.0,WRS322FDA.0.,False
4w10g20-08,WZC3122D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC3122D.,False
4w10g20-08,WZC5422D*,386.0,38.2,(10.) Chest freezers and all other freezers except compact freezers,10.104712041884817,doe,38.2,386.0,WZC5422D.,False
4w10j50-16,WZC3115D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC3115D.,False
4w10j50-16,WZC5415D*,297.0,26.0,(10.) Chest freezers and all other freezers except compact freezers,11.423076923076923,doe,26.0,297.0,WZC5415D.,False
4w3aj80-06,WRF57R18D*,326.0,17.7,(3A.) All-refrigerators - automatic defrost,18.418079096045197,doe,17.7,326.0,WRF57R18D.,False
4w3aj80-06,WSR57R18D*,326.0,17.7,(3A.) All-refrigerators - automatic defrost,18.418079096045197,doe,17.7,326.0,WSR57R18D.,False
4w3g11-03,MRT711BZD*0*,443.0,25.9,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.104247104247104,doe,25.9,443.0,MRT711BZD.0.,False
4w3g11-03,MRT711SMF***,443.0,25.9,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.104247104247104,doe,25.9,443.0,MRT711SMF...,False
4w3ig11-03,MRT711SMF***,527.0,25.9,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.34749034749035,doe,25.9,527.0,MRT711SMF...,False
4w3g80-51,ART308FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,ART308FFD.,False
4w3g80-51,ART318FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,ART318FFD.,False
4w3g80-51,WRT318FZD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183,doe,22.0,411.0,WRT318FZD...,False
4w3ig80-51,ART308FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,ART308FFD.,False
4w3ig80-51,WRT108FFD*0*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,WRT108FFD.0.,False
4w3ig80-51,WRT108FZD*0*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5,doe,22.0,495.0,WRT108FZD.0.,False
4w3in11-13,WRT111SFD*0*,422.0,12.9,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,32.713178294573645,doe,12.9,422.0,WRT111SFD.0.,False
4w3n11-13,7639*41*,338.0,12.9,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,26.2015503875969,doe,12.9,338.0,7639.41.,False
4w3n61-10,WRT316SFD*0*,387.0,19.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,20.36842105263158,doe,19.0,387.0,WRT316SFD.0.,False
4w4ibim00,KBSN608EBS**,832.0,38.2,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.780104712041883,doe,38.2,832.0,KBSN608EBS..,False
4w4ibim00,KBSN608EPA**,832.0,38.2,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.780104712041883,doe,38.2,832.0,KBSN608EPA..,False
4w4ibim00,KBSN608ESS**,832.0,38.2,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.780104712041883,doe,38.2,832.0,KBSN608ESS..,False
4w4ibim00,KSSO48FTX**,832.0,38.2,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.780104712041883,doe,38.2,832.0,KSSO48FTX..,False
4w4ibit50,KBSN602EBS**,772.0,32.4,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,23.82716049382716,doe,32.4,772.0,KBSN602EBS..,False
4w4ibit50,KBSN602EPA**,772.0,32.4,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,23.82716049382716,doe,32.4,772.0,KBSN602EPA..,False
4w4iz20-02,4112*21*,611.0,26.9,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,22.71375464684015,doe,26.9,611.0,4112.21.,False
4w4iz20-02,WRS322FN**0*,611.0,26.9,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,22.71375464684015,doe,26.9,611.0,WRS322FN..0.,False
4w4iz20-02,WRS322FNA*0*,611.0,26.9,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,22.71375464684015,doe,26.9,611.0,WRS322FNA.0.,False
4w4z20-02,WRS322FNA*0*,527.0,26.9,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.5910780669145,doe,26.9,527.0,WRS322FNA.0.,False
4w4iz51-05,WRS325FN**0*,656.0,32.2,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.372670807453414,doe,32.2,656.0,WRS325FN..0.,False
4w4iz51-05,WRS325FNA*0*,656.0,32.2,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.372670807453414,doe,32.2,656.0,WRS325FNA.0.,False
4w4z51-05,WRS325FN**0*,572.0,32.2,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.7639751552795,doe,32.2,572.0,WRS325FN..0.,False
4w5ag01,KFIS20X***,693.0,23.6,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,29.364406779661014,doe,23.6,693.0,KFIS20X...,False
4w5ag01,KRFC400E****,693.0,23.6,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,29.364406779661014,doe,23.6,693.0,KRFC400E....,False
4w5ag20-07,MFI2269****,717.0,26.1,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,27.47126436781609,doe,26.1,717.0,MFI2269....,False
4w5at60-09,7238*,772.0,32.1,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.049844236760123,doe,32.1,772.0,7238.,False
4w5at60-09,MFX2876DR***,772.0,32.1,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.049844236760123,doe,32.1,772.0,MFX2876DR...,False
4w5at60-09,WRX986SIH*,772.0,32.1,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.049844236760123,doe,32.1,772.0,WRX986SIH.,False
4w5at72-02,KRFF507E****,778.0,32.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.792048929663608,doe,32.7,778.0,KRFF507E....,False
4w5at73-02,KFIV29PCMS*,778.0,32.7,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.792048929663608,doe,32.7,778.0,KFIV29PCMS.,False
4w5g00-09,WRF560SFH*0*,534.0,24.5,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,21.79591836734694,doe,24.5,534.0,WRF560SFH.0.,False
4w5ig00-09,MFB2055FR***,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366,doe,24.5,618.0,MFB2055FR...,False
4w5ig01-21,MFF2055DR*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366,doe,24.5,618.0,MFF2055DR.0.,False
4w5ig01-21,MFF2055FR***,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366,doe,24.5,618.0,MFF2055FR...,False
4w5ig01-21,WRF560SEH*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366,doe,24.5,618.0,WRF560SEH.0.,False
4w5ij22-13,JFC2290*,633.0,26.2,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.16030534351145,doe,26.2,633.0,JFC2290.,False
4w5ij22-13,JFFCF72D**,633.0,26.2,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.16030534351145,doe,26.2,633.0,JFFCF72D..,False
4w5iz00-18,IX6HHEXDS*,563.0,24.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.16872427983539,doe,24.3,563.0,IX6HHEXDS.,False
4w5ij90-12,6931*,605.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.304347826086957,doe,23.0,605.0,6931.,False
4w5j90-12,6931*,521.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.652173913043477,doe,23.0,521.0,6931.,False
4w5j90-12,ABB1921BR*,521.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.652173913043477,doe,23.0,521.0,ABB1921BR.,False
4w5j90-12,ABB1924BR*,521.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.652173913043477,doe,23.0,521.0,ABB1924BR.,False
4w7bim10,KBSD606ESS**,772.0,26.3,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,29.35361216730038,doe,26.3,772.0,KBSD606ESS..,False
4w7L60-03,WRS576FID*0*,709.0,32.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.88271604938272,doe,32.4,709.0,WRS576FID.0.,False
4w7p60-04,5113*61*,709.0,32.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.88271604938272,doe,32.4,709.0,5113.61.,False
4w7Z10-21,5178*61*,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525,doe,25.9,654.0,5178.61.,False
4w7Z10-21,MSC21C6M****,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525,doe,25.9,654.0,MSC21C6M....,False
4w7Z10-21,WRS571CIH*0*,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525,doe,25.9,654.0,WRS571CIH.0.,False
4w7z13,ISC21CNED*,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525,doe,25.9,654.0,ISC21CNED.,False
4w7z40-03,ISF25D2XB*0*,701.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.253968253968253,doe,31.5,701.0,ISF25D2XB.0.,False
4w7z41-16,ASD2575BR*0*,701.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.253968253968253,doe,31.5,701.0,ASD2575BR.0.,False
4w7z41-16,ASI2575FR*0*,701.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.253968253968253,doe,31.5,701.0,ASI2575FR.0.,False
4w7z41-16,WRS325FDA*0*,701.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.253968253968253,doe,31.5,701.0,WRS325FDA.0.,False
4w7z50,KSF26C6XY*0*,703.0,31.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.246835443037973,doe,31.6,703.0,KSF26C6XY.0.,False
4w9g60-24,AZF33X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492,doe,27.6,466.0,AZF33X16D.,False
4w9j80-05,WSZ57L18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898,doe,31.2,496.0,WSZ57L18D.,False
4w9j81-14,AZF33X18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898,doe,31.2,496.0,AZF33X18D.,False
4w9j81-14,WZF34X18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898,doe,31.2,496.0,WZF34X18D.,False
4w9j81-14,WZF79R18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898,doe,31.2,496.0,WZF79R18D.,False
5w3z90,GARF19XX*K**,419.0,23.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.217391304347824,doe,23.0,419.0,GARF19XX.K..,False
5W5AG50-02,AFI2539ER***,752.0,29.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.150501672240804,doe,29.9,752.0,AFI2539ER...,False
5w5am60-05,WRV976FDE***,767.0,31.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.349206349206348,doe,31.5,767.0,WRV976FDE...,False
5w7m30-05,JSC23C9EE***,685.0,29.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.220338983050848,doe,29.5,685.0,JSC23C9EE...,False
5w7m30-05,KRSC503***0*,685.0,29.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.220338983050848,doe,29.5,685.0,KRSC503...0.,False
5w7m30-05,KRSC503ES***,685.0,29.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.220338983050848,doe,29.5,685.0,KRSC503ES...,False
6w3in80-28,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZF...,False
6w3in80-28,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295,doe,20.7,484.0,WRT518SZKV...,False
6w5ad40-01,KRFC704F****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351,doe,28.5,739.0,KRFC704F....,False
7W4iP50-04,WRSA15SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRSA15SN..0.,False
7W4iP50-04,WRS315SN**0*,658.0,32.4,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,20.308641975308642,doe,32.4,658.0,WRS315SN..0.,False
7W4P50-04,WRS315SN**0*,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,WRS315SN..0.,False
7W4P50-04,MSS25N4MK***,574.0,32.4,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,17.71604938271605,doe,32.4,574.0,MSS25N4MK...,False
7w5ad40-03,JFFCC72E****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351,doe,28.5,739.0,JFFCC72E....,False
7w5ad40-03,KRFC704F****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351,doe,28.5,739.0,KRFC704F....,False
7W7m80-13,WRSA88FI**,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826,doe,36.8,747.0,WRSA88FI..,False
7W7P10-20,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888,doe,26.5,659.0,WRS321SDH.0.,False
