ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2309345,Miele,WWF060,,4002515830444,Front Load,,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWF060_11252017012640_70163416,No,WWF060
2375449,Miele,WWF660,,4002516377016,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXI680WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWF660 WCS_03252021114453_80074358,No,WWF660
2309344,Miele,WWH660,,4002515830451,Front Load,,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Detergent Dosing System",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWH660_11252017012640_70163416,No,WWH660
2309343,Miele,WWH860,,4002515830468,Front Load,,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Detergent Dosing System",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWH860_11252017012640_70163416,No,WWH860
2310207,Whirlpool,WFW85HEF**,,883049416960,Front Load,,"Delayed Start,Presoak, Steam for Stains",Residential,4.5,,27.0,,2.92,1.84,87,3.2,4.7,4210,,,,,,,,,No,,,,Yes," ES_22856_WED85HEFW*_10272016174516_0316219, ES_22856_WED85HEFC*_10272016174641_0401920,ES_22856_WED85HEFBL*_10272016174848_0528075",07/11/2016,02/05/2018,"United States, Canada",ES_22856_WFW85HEF**_08222016224607_5967915,No,WFW85HEF..
2310296,Whirlpool,WFW90HEF**,",WFW90HEFW,",883049384535,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW90HEF**_04262016221245_8765195,No,WFW90HEF..
2310327,Whirlpool,WFW92HEF**,",WFW92HEFW,",883049384559,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW92HEF**_04262016222016_9216351,No,WFW92HEF..
2310416,Whirlpool,WFW92HEF**,",WFW92HEFW,",883049384559,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW92HEF**_02092018215121_3081210,No,WFW92HEF..
2382221,Whirlpool,WTW500CM** (V22aAf50(3B)),,883049607726,Top Load,,Anti-Wrinkle,Residential,5.3,43.0,27.0,27.0,2.06,1.29,260,4.3,8.4,6761,,,,,,,,None,No,,,,No,,09/04/2021,07/19/2021,"United States, Canada",ES_22856_WTW500CM** (V22aAf50(3B))_071320211017315_9933053,No,WTW500CM.. (V22aAf50(3B))
2310391,Whirlpool,WTW8510F**,,883049402734,Top Load,,"Delayed Start,Steam Clean, Pre-Soak",Residential,5.3,,27.0,,2.06,1.29,194,4.3,8.4,6698,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8510F**_04272016153742_1462783,No,WTW8510F..
2394932,Willz,WLFW22**A5A,",,** can be replaced by RD, BE, S1, S2, S3, S4, S5, S6, RD, BE, WE or BK, GN or others 2 letters denotes products with different painted color.",,Front Load,,None,Residential,2.2,,23.4,,2.07,1.84,70,4.2,4.7,2726,,,,,,,,,No,,,,,,04/13/2022,04/21/2022,"United States, Canada",ES_1108549_WLFW22**A5A_042120220534452_6525468,No,WLFW22..A5A
2393023,WINIA,WTA44##*,,,Top Load,,Agitator,Residential,4.4,28.4,27.0,45.8,2.44,1.29,103,3.6,8.4,4673,,,,,,,,,No,,,,No,,01/25/2022,02/10/2022,United States,ES_1108205_WTA4421W_02102022133736_9132348,No,WTA44...
