ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2352574,Samsung,WF45T62**A*,,887276407036,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/24/2020,12/04/2019,"United States, Canada",ES_1023593_WF45T62**A*_01062020010646_80025529,Yes
2396783,Samsung,WF46BB67**A*,,887276659763,Front Load,,Steam Cycle,Residential,4.6,38.70,27.0,31.30,3.1,1.84,94,2.9,4.7,3893,,,,,,,,,No,,,,Yes,"ES_1023593_DVG46BB67***_05132022120552_80125535, ES_1023593_DVE46BB67***_05132022120552_80125535",07/15/2022,05/24/2022,"United States, Canada",ES_1023593_WF46BB67**A*_05242022084735_80128517,Yes
2396780,Samsung,WF46BG65**A*,,887276659794,Front Load,,Steam Cycle,Residential,4.6,38.70,27.0,31.30,3.1,1.84,95,2.9,4.7,3893,,,,,,,,,No,,,,Yes,"ES_1023593_DVG46BG65***_05132022120552_80125535, ES_1023593_DVE46BG65***_05132022120552_80125535",07/01/2022,05/24/2022,"United States, Canada",ES_1023593_WF46BG65**A*_05242022084735_80128517,Yes
2374792,Samsung,WF50A85**A*,,887276540726,Front Load,,Sanitize Option,Residential,5,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,No,,03/22/2021,03/12/2021,"United States, Canada",ES_1023593_WF50A85**A*_03122021051018_80071060,Yes
2371013,Samsung,WF50A86**A*,,887276518992,Front Load,,"Steam Cycle,Sanitize Option,Heavy Duty,  Super Speed",Residential,5,,27.0,,3.1,1.84,99,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50A86***_12222020113741_80066001, ES_1023593_DVG50A86***_12222020113741_80066001",01/10/2021,12/18/2020,"United States, Canada",ES_1023593_WF50A86**A*_12182020013638_80066743,Yes
2371012,Samsung,WF50A88**A*,,887276519012,Front Load,,"Steam Cycle,Sanitize Option,Heavy Duty,  Super Speed",Residential,5,,27.0,,3.1,1.84,100,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50A88***_12222020113741_80066001, ES_1023593_DVG50A88***_12222020113741_80066001",01/10/2021,12/18/2020,"United States, Canada",ES_1023593_WF50A88**A*_12182020013638_80066743,Yes
2396782,Samsung,WF50BG83**A*,,887276660912,Front Load,,Steam Cycle,Residential,5,38.70,27.0,33.50,3.1,1.84,99,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVG50BG83***_05132022120552_80125535, ES_1023593_DVE50BG83***_05132022120552_80125535",06/24/2022,05/24/2022,"United States, Canada",ES_1023593_WF50BG83**A*_05242022084735_80128517,Yes
2341069,Samsung,WF50R85**A*,,887276348063,Front Load,,"Gentle Cycle,Quick wash, Delicate",Residential,5,,27.0,,2.92,1.84,100,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50R85***_06142019045223_80005221, ES_1023593_DVG50R85***_06142019045223_80005221",08/16/2019,07/04/2019,"United States, Canada",ES_1023593_WF50R85**A*_07112019020132_80009393,Yes
2356083,Samsung,WF50T85**A*,,887276398754,Front Load,,Steam Cycle,Residential,5,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,Yes,ES_1023593_DVE50R85***_06142019045223_80005221,03/20/2020,03/06/2020,"United States, Canada",ES_1023593_WF50T85**A*_03092020072121_80035216,Yes
2395405,Samsung,WF53BB87**A*,,887276652238,Front Load,,"Steam Cycle,Gentle Cycle",Residential,5.3,38.70,27.0,34.40,3.1,1.84,103,2.9,4.7,4491,,,,,,,,,No,,,,Yes,"ES_1023593_DVG53BB87***_05132022122455_80125536*,ES_1023593_DVE53BB87***_05132022122455_80125536",06/10/2022,05/04/2022,"United States, Canada",ES_1023593_WF53BB87**A*_05042022110036_80126452,Yes
2395404,Samsung,WF53BB89**A*,,887276660127,Front Load,,"Steam Cycle,Gentle Cycle",Residential,5.3,38.70,27.0,34.40,3.1,1.84,103,2.9,4.7,4491,,,,,,,,,No,,,,Yes,"ES_1023593_DVE53BB89***_05132022122455_80125536,ES_1023593_DVG53BB89***_05132022122455_80125536",06/03/2022,05/04/2022,"United States, Canada",ES_1023593_WF53BB89**A*_05042022110036_80126452,Yes
2310439,Samsung,WF56H91**C*,,887276028286,Front Load,,"Super Speed, PowerFoam, Vrt, Self Clean+",Residential,5.6,,27.0,,2.8,1.84,130,2.8,4.7,4593,,,,,,,,,No,,,,No,,10/15/2014,09/25/2014,"United States, Canada",ES_1023593_WF56H91**C*_02092018060252_70172127,No
2300867,Samsung,WV55M96**A***,,887276196923,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Supplementary Wash System,Sanitize Option",Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,01/23/2017,05/26/2017,"United States, Canada",ES_1023593_WV55M96**A***_07192017085024_70137562,Yes
2378347,Samsung,WV60A99**A*,,887276557885,Front Load,,Delicate,Residential,5,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,Yes,ES_1023593_DVE60A99***_05142021031426_80078534,05/22/2021,05/11/2021,"United States, Canada",ES_1023593_WV60A99**A*_05232021020358_80078533_,Yes
2300868,Samsung,WV60M99**A***,,887276196954,Front Load,,"Anti-Wrinkle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Supplementary Wash System",Residential,5,,27.0,,2.92,1.84,105,2.9,4.7,4278,,,,,,,,,No,,,,No,,01/23/2017,05/26/2017,"United States, Canada",ES_1023593_WV60M99**A***_07192017085024_70137562,Yes
2310452,Samsung,WW22K680*A*,,887276126876,Front Load,,"Steam, Super Speed, Smart Care",Residential,2.2,,24.0,,2.25,1.84,90,4,4.7,2596,,,,,,,,,No,,,,No,,12/20/2015,11/30/2015,"United States, Canada",ES_1023593_WW22K680*A*_02092018060252_70172127,No
2394988,Samsung,WW25B68**A*,,887276650302,Front Load,,"Steam Cycle,Gentle Cycle",Residential,2.5,33.50,23.6,26.80,2.25,1.84,90,3.7,4.7,2718,,,,,,,,,No,,,,Yes,ES_1023593_DV25B68**H*_05242022082615_80127881,06/02/2022,04/20/2022,"United States, Canada",ES_1023593_WW25B68**A*_04212022093455_80123569,Yes
2394989,Samsung,WW25B69**A*,,887276650319,Front Load,,"Steam Cycle,Gentle Cycle",Residential,2.5,33.50,23.6,26.80,2.25,1.84,90,3.7,4.7,2718,,,,,,,,,No,,,,Yes,ES_1023593_DV25B69**H*_07222022082624_80135522,06/02/2022,04/20/2022,"United States, Canada",ES_1023593_WW25B69**A*_04212022093455_80123569,Yes
2381136,Speed Queen,LWN6ZR**116T***,,,Top Load,,Gentle Cycle,Residential,3.2,43.00,25.6,28.00,2.06,1.29,60,4.3,8.4,4072,,,,,,,,None,No,,,,No,,07/01/2021,06/25/2021,United States,ES_87091_LWN6ZR**116T***_061020211446723_2707125,No
2393730,Summit,LW2427,,761101084794,Front Load,,None,Residential,2.7,,23.5,,2.76,1.84,101,3.2,4.7,2549,,,,,,,,,No,,,,,,02/28/2022,03/11/2022,"United States, Canada",ES_92282_LW2427_031120220124907_2274998,No
2372694,Summit,LWM24,,761101084152,Front Load,,"Delayed Start,Gentle Cycle,Wool",Residential,2.3,,23.4,,,1.84,100,3.5,4.7,2375,,,,,,,,,No,,,,Yes,ES_0092282_LDHP24_01282021074825_80069867,01/20/2021,01/21/2021,"United States, Canada",ES_0092282_LWM24_01272021080735_80069873,No
2372693,Summit,SLW241W,,761101065984,Front Load,,"Delayed Start,Gentle Cycle,Wool",Residential,2.3,,23.4,,,1.84,100,3.5,4.7,2375,,,,,,,,,No,,,,Yes,ES_0092282_SLD242W_01282021074825_80069867,01/20/2021,01/21/2021,"United States, Canada",ES_0092282_SLW241W_01272021080735_80069873,No
2394991,Walsh,WSFW22**A5A,",,** can be replaced by RD, BE, S1, S2, S3, S4, S5, S6, RD, BE, WE or BK, GN or others 2 letters denotes products with different painted color.",,Front Load,,None,Residential,2.2,,23.4,,2.07,1.84,70,4.2,4.7,2726,,,,,,,,,No,,,,,,04/13/2022,04/22/2022,"United States, Canada",ES_1108549_WSFW22**A5A_04222022004949_7133860,No
2379536,Whirlpool,WFC682CL**,,883049604909,Front Load,Combination All-in-One Washer/Dryer,Steam Cycle,Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4276,4.5,,3.93,608,,Regular + Dry Only,,Drum light,No,,,,No,,05/19/2021,06/03/2021,United States,ES_22856_WFC682CL**_060120211446275_7834690,No
2310204,Whirlpool,WFW3090G**,,883049416434,Front Load,,"Delayed Start,Tumble Fresh",Residential,2,,27.0,,2.38,1.84,115,3.7,4.7,2150,,,,,,,,,No,,,,Yes,ES_22856_WHD3090G**_09022016222102_4862252,07/18/2016,02/05/2018,"United States, Canada",ES_22856_WFW3090G**_08252016203207_7127465,No
2332088,Whirlpool,WFW3090J**,,883049531366,Front Load,,Delayed Start,Residential,2,,27.0,,2.07,1.84,118,4.2,4.7,2441,,,,,,,,,No,,,,No,,01/21/2019,12/23/2018,"United States, Canada",ES_22856_WFW3090J**_12262018151719_7439988,No
2393836,Whirlpool,WFW4090N**,,883049626697,Front Load,,Anti-Wrinkle,Residential,2,35.00,26.0,26.00,2.07,1.84,94,4.2,4.7,2503,,,,,,,,,No,,,,No,,04/01/2022,03/17/2022,"United States, Canada",ES_22856_WFW4090N**_030820221006462_2382787,No
2332089,Whirlpool,WFW5090J**,,883049531373,Front Load,,"Delayed Start,Hand Wash Cycle",Residential,2.3,,27.0,,2.07,1.84,128,4.2,4.7,2899,,,,,,,,,No,,,,Yes," ES_1129244_YWHD5090G**_09022016215957_3597696,ES_1129244_WHD5090G**_09022016215434_3274685",01/21/2019,12/23/2018,"United States, Canada",ES_22856_WFW5090J**_12262018151657_7417290,No
2383504,Whirlpool,WFW5605M**,,883049625812,Front Load,,Steam Cycle,Residential,4.5,,27.0,,2.76,1.84,130,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_22856_WED5605M**_09152021162431_9463389,10/15/2021,08/18/2021,United States,ES_22856_WFW5605M**_081820210741136_5908275,No
2331764,Whirlpool,WFW560CH**,,883049456850,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh,",Residential,4.3,,27.0,,2.76,1.84,123,3.2,4.7,4097,,,,,,,,None,No,,,,No,,12/03/2018,08/24/2018,"United States, Canada",ES_15649_WFW560CH**_10142018184540_2740679,No
2331766,Whirlpool,WFW5620H**,,883049456843,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh, Steam Clean",Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_1129244_WED5620H**_10142018194920_6560520, ES_1129244_WGD5620H**_10142018203626_9386288",12/03/2018,08/24/2018,"United States, Canada",ES_15649_WFW5620H**_10142018184621_2781148,No
2383890,Whirlpool,WFW6605M**,,883049625836,Front Load,,Steam Cycle,Residential,5,,27.0,,2.76,1.84,150,3.2,4.7,4720,,,,,,,,None,No,,,,Yes,ES_22856_WED6605M**_091520211624661_5022600,10/15/2021,08/31/2021,United States,ES_22856_WFW6605M**_083120210749788_5800549,No
2331767,Whirlpool,WFW6620H**,,883049456867,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh, Steam Clean",Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_1129244_WED6620H**_10142018194427_6267487, ES_1129244_WGD6620H**_10142018203415_9255137",12/03/2018,08/24/2018,"United States, Canada",ES_15649_WFW6620H**_10142018184846_2926289,No
2310326,Whirlpool,WFW7540F**,,883049384528,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.92,1.84,88,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED75HEFW*_05032016215846_2726787,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW7540F**_04262016220902_8542656,No
2310328,Whirlpool,WFW7590F**,,883049381596,Front Load,,Delayed Start,Residential,4.2,,27.0,,2.92,1.84,87,3.2,4.7,3936,,,,,,,,,No,,,,Yes,ES_22856_WED7590FW*_05032016181633_9393419,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW7590F**_04262016215255_7575072,No
2310418,Whirlpool,WFW75HEF**,,883049384528,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.92,1.84,88,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED85HEFBL*_10272016174848_0528075,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW75HEF**_02092018215303_3183161,No
2310208,Whirlpool,WFW8540F**,,883049421407,Front Load,,"Delayed Start,Presoak, Steam for Stains",Residential,4.5,,27.0,,2.92,1.84,87,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED85HEFC*_10272016174641_0401920,07/11/2016,02/05/2018,"United States, Canada",ES_22856_WFW8540F**_08222016230047_6847335,No
2310496,LG,WM1388H*,,048231016971;772454067891,Front Load,,None,Residential,2.3,,24.0,,2.07,1.84,120,4.2,4.7,2850,,,,,,,,,No,,,,No,,03/19/2016,02/09/2018,"United States, Canada",ES_1118034_WM1388H*_02092018060252_70172585,No
2321541,LG,WM1399H*A,,048231025508;048231026758,Front Load,,None,Residential,2.3,,24.0,,2.07,1.84,120,4.2,4.7,2850,,,,,,,,,No,,,,No,,06/22/2018,06/22/2018,"United States, Canada",ES_1118034_WM1399H*A_06232018124145_6666666_,No
2354285,LG,WM1455H*A,,048231027960;048231027984;772454074943,Front Load,,None,Residential,2.4,,24.0,,2.07,1.84,120,4.2,4.7,2949,,,,,,,,,No,,,,No,,01/29/2020,01/29/2020,"United States, Canada",ES_1118034_WM1455H*A_01312020010131_80031163,No
2310480,LG,WM3085C*,,772454068409,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,90,3.2,4.7,4220,,,,,,,,,No,,,,No,,12/11/2016,02/08/2018,"United States, Canada",ES_1118034_WM3085C*_02092018060252_70172585,No
2328318,LG,WM3090C*,,772454071218,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,10/31/2018,10/23/2018,"United States, Canada",ES_1118034_WM3090C*_10242018042448_70202975,No
2320406,LG,WM3095C*,,772454070709,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,05/18/2018,05/16/2018,"United States, Canada",ES_1118034_WM3095C*_05242018111228_70184257,No
2310476,LG,WM3180C*,,048231024013;772454069147,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,90,3.2,4.7,4220,,,,,,,,,No,,,,No,,04/17/2017,02/08/2018,"United States, Canada",ES_1118034_WM3180C*_02092018060252_70172585,No
2310498,LG,WM3270C*,,772454067884;893524450143,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,90,3.2,4.7,4220,,,,,,,,,No,,,,No,,07/29/2016,02/09/2018,"United States, Canada",ES_1118034_WM3270C*_02092018060252_70172585,Yes
2310499,LG,WM3275C*,,772454067877,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,90,3.2,4.7,4220,,,,,,,,,No,,,,No,,07/29/2016,02/09/2018,"United States, Canada",ES_1118034_WM3275C*_02092018060252_70172585,No
2350799,LG,WM3400C*,,048231027922;772454074202,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,12/04/2019,12/03/2019,"United States, Canada",ES_1118034_WM3400C*_12042019020720_80026951,Yes
2365132,LG,WM3450C*,,772454073809,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,08/27/2020,08/25/2020,"United States, Canada",ES_1118034_WM3450C*_08272020033724_80054071,Yes
2339489,LG,WM3460C*,,048231028059;048231028080,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,06/06/2019,06/06/2019,"United States, Canada",ES_1118034_WM3460C*_06072019043709_80006477,Yes
2405711,LG,WM3470C*,,195174048375;195174048740,Front Load,,None,Residential,5,,27.0,,2.92,1.84,95,2.9,4.7,4295,,,,,,,,,No,,,,No,,12/15/2022,12/15/2022,"United States, Canada",ES_1118034_WM3470C*_12152022105046_80153157,Yes
2319458,LG,WM3500C*,,048231024990,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,05/09/2018,05/04/2018,"United States, Canada",ES_1118034_WM3500C*_05072018024107_70182073,Yes
2320405,LG,WM3505C*,,772454070020,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3841,,,,,,,,,No,,,,No,,05/18/2018,05/16/2018,"United States, Canada",ES_1118034_WM3505C*_05242018111228_70184257,No
2358067,LG,WM3600H*A,,048231028257;048231028264,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,04/14/2020,04/14/2020,"United States, Canada",ES_1118034_WM3600H*A_04152020094416_80040225,Yes
2367421,LG,WM3605H*A,,772454073632,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,10/14/2020,10/13/2020,"United States, Canada",ES_1118034_WM3605H*A_10142020051525_80059014,Yes
2310497,LG,WM3670H*A,,048231017497;048231017503;048231017510;772454067860,Front Load,,"Steam Cycle,Sanitize Option",Residential,4.5,,27.0,,2.92,1.84,100,3.2,4.7,4220,,,,,,,,,No,,,,No,,09/01/2016,02/09/2018,"United States, Canada",ES_1118034_WM3670H*A_02092018060252_70172585,No
2318268,LG,WM3700H*A,,048231024600;048231024624;048231025065,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,04/21/2018,04/09/2018,"United States, Canada",ES_1118034_WM3700H*A_04102018113028_70179308,Yes
2337192,LG,WM3800H*A,,772454071287;772454071720,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,04/29/2019,04/24/2019,"United States, Canada",ES_1118034_WM3800H*A_04242019014737_80001963,Yes
2367422,LG,WM3850H*A,,772454073625;772454073632,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,10/14/2020,10/13/2020,"United States, Canada",ES_1118034_WM3850H*A_10142020051525_80059014,Yes
2337191,LG,WM3900H*A,,048231024839;048231024891;048231026420,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,04/29/2019,04/24/2019,"United States, Canada",ES_1118034_WM3900H*A_04242019014737_80001963,Yes
2358068,LG,WM4000H*A,,048231028271;048231028288,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,04/14/2020,04/14/2020,"United States, Canada",ES_1118034_WM4000H*A_04152020094416_80040225,Yes
2393561,LG,WM4080H*A,,195174037034;195174037041,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,03/03/2022,03/02/2022,"United States, Canada",ES_1118034_WM4080H*A_03042022014023_80118577,Yes
2367423,LG,WM4100H*A,,772454073250;772454073274,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,No,,10/14/2020,10/13/2020,"United States, Canada",ES_1118034_WM4100H*A_10142020051525_80059014,Yes
2360586,LG,WM4200H*A,,048231028295;048231028301,Front Load,,None,Residential,5,,27.0,,3.1,1.84,105,2.9,4.7,4278,,,,,,,,,No,,,,No,,05/21/2020,05/21/2020,"United States, Canada",ES_1118034_WM4200H*A_05252020115847_80043606,Yes
2355243,LG,WM4500H*A,,048231026772;048231026802,Front Load,,None,Residential,5,,27.0,,3.1,1.84,105,2.9,4.7,4278,,,,,,,,,No,,,,No,,02/24/2020,02/24/2020,"United States, Canada",ES_1118034_WM4500H*A_02252020053405_80034984,Yes
2310475,LG,WM5000H*A,,048231015288;048231015295;772454064517;772454064524,Front Load,,"Steam Cycle,Sanitize Option",Residential,4.5,,27.0,,2.92,1.84,105,2.8,4.7,3676,,,,,,,,,No,,,,No,,05/24/2017,02/08/2018,"United States, Canada",ES_1118034_WM5000H*A_02092018060252_70172585,No
2310474,LG,WM5005H*A,,048231020657,Front Load,,"Steam Cycle,Sanitize Option",Residential,4.5,,27.0,,2.92,1.84,105,2.8,4.7,3676,,,,,,,,,No,,,,No,,05/24/2017,02/08/2018,"United States, Canada",ES_1118034_WM5005H*A_02092018060252_70172585,No
2404736,LG,WM5500H*A,,195174052976;195174052990,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,3,4.7,4000,,,,,,,,,No,,,,No,,11/18/2022,11/17/2022,"United States, Canada",ES_1118034_WM5500H*A_11182022103053_80149412,Yes
2472838,LG,WM5700H*A,,195174062784,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,3,4.7,4000,,,,,,,,,No,,,,No,,05/04/2023,05/04/2023,"United States, Canada",ES_1118034_WM5700H*A_05082023143455_80168209,Yes
2404735,LG,WM6500H*A,,195174048689;195174052921,Front Load,,None,Residential,5,,27.0,,2.92,1.84,105,3,4.7,4443,,,,,,,,,No,,,,No,,11/17/2022,11/17/2022,"United States, Canada",ES_1118034_WM6500H*A_11182022103053_80149412,Yes
2397418,LG,WM6700H*A,,195174037058,Front Load,,None,Residential,5,,27.0,,3.1,1.84,105,3,4.7,4425,,,,,,,,,No,,,,No,,06/07/2022,06/07/2022,"United States, Canada",ES_1118034_WM6700H*A_06132022032603_80129741,Yes
2310481,LG,WM8100H*A,,048231017459;048231017466,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,29.0,,2.92,1.84,120,3.2,4.7,4880,,,,,,,,,No,,,,No,,05/02/2016,02/08/2018,"United States, Canada",ES_1118034_WM8100H*A_02092018060252_70172585,Yes
2390058,LG,WM8900H*A,,195174024829,Front Load,,None,Residential,5.2,,29.0,,3.1,1.84,105,2.9,4.7,4423,,,,,,,,,No,,,,No,,12/22/2021,12/20/2021,"United States, Canada",ES_1118034_WM8900H*A_01042022030848_80111020,Yes
2390059,LG,WM8980H*A,,195174024867,Front Load,,None,Residential,5.2,,29.0,,3.1,1.84,105,2.9,4.7,4423,,,,,,,,,No,,,,No,,12/22/2021,12/20/2021,"United States, Canada",ES_1118034_WM8980H*A_01042022030848_80111020,Yes
2310504,LG,WM9000H*A,,048231015349;048231015356;772454058837,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,29.0,,2.92,1.84,120,3.2,4.7,4880,,,,,,,,,No,,,,No,,06/29/2015,02/09/2018,"United States, Canada",ES_1118034_WM9000H*A_02092018060252_70172585,Yes
2310479,LG,WM9500H*A,,048231015400;048231017039,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.8,,30.0,,3.1,1.84,120,2.7,4.7,4588,,,,,,,,,No,,,,No,,06/26/2016,02/08/2018,"United States, Canada",ES_1118034_WM9500H*A_02092018060252_70172585,Yes
2364018,LG,WSEX200H*A,,195174000595,Front Load,Laundry Center,None,Residential,5,,27.0,,3.1,1.84,105,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_WSEX200H*A_08042020044803_5550000_,08/03/2020,07/30/2020,"United States, Canada",ES_1118034_WSEX200H*A_08042020032635_80051503,No
2364019,LG,WSGX201H*A,,195174000601,Front Load,Laundry Center,None,Residential,5,,27.0,,3.1,1.84,105,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_WSGX201H*A    _08042020044803_5550000_,08/03/2020,07/30/2020,"United States, Canada",ES_1118034_WSGX201H*A    _08042020032635_80051503,No
2310494,LG,WT1150C*,,048231017015;772454069109,Top Load,,None,Residential,4.5,,27.0,,2.38,1.29,140,3.7,8.4,4901,,,,,,,,,No,,,,No,,09/30/2016,02/09/2018,"United States, Canada",ES_1118034_WT1150C*_02092018060252_70172585,No
2310503,LG,WT1501C*,,048231015905;772454065606,Top Load,,None,Residential,4.5,,27.0,,2.38,1.29,140,3.7,8.4,4901,,,,,,,,,No,,,,No,,06/29/2015,02/09/2018,"United States, Canada",ES_1118034_WT1501C*_02092018060252_70172585,No
2310493,LG,WT1901C*,,048231020596;048231020626;772454068737,Top Load,,None,Residential,5,,27.0,,2.38,1.29,130,3.7,8.4,5479,,,,,,,,,No,,,,No,,12/22/2016,02/09/2018,"United States, Canada",ES_1118034_WT1901C*_02092018060252_70172585,No
2310495,LG,WT5275C*,,,Top Load,,None,Residential,4.5,,27.0,,2.38,1.29,140,3.7,8.4,4901,,,,,,,,,No,,,,No,,06/30/2016,02/09/2018,"United States, Canada",ES_1118034_WT5275C*_02092018060252_70172585,No
2310501,LG,WT5680H*A,,048231013505;048231014144;772454061554;772454061585,Top Load,,"Steam Cycle,Sanitize Option",Residential,5,,27.0,,2.38,1.29,135,3.7,8.4,5479,,,,,,,,,No,,,,No,,02/15/2015,02/09/2018,"United States, Canada",ES_1118034_WT5680H*A_02092018060252_70172585,No
2386142,LG,WT7010C*,,195174024812,Top Load,,None,Residential,4.5,,27.0,,2.06,1.29,220,4.3,8.4,5708,,,,,,,,,No,,,,No,,10/15/2021,10/15/2021,"United States, Canada",ES_1118034_WT7010C*_10182021122308_80102858,No
2310477,LG,WT7050C*,,048231024044;048231024259,Top Load,,None,Residential,4.5,,27.0,,2.06,1.29,180,4.3,8.4,5696,,,,,,,,,No,,,,No,,04/16/2017,02/08/2018,"United States, Canada",ES_1118034_WT7050C*_02092018060252_70172585,No
2341401,LG,WT7060C*,,048231028110;048231028141,Top Load,,None,Residential,4.5,,27.0,,2.06,1.29,220,4.3,8.4,5721,,,,,,,,,No,,,,No,,07/22/2019,07/18/2019,"United States, Canada",ES_1118034_WT7060C*_07182019030854_80011559,No
2308537,LG,WT7100C*,,048231023986,Top Load,,Delayed Start,Residential,4.5,,27.0,,2.06,1.29,220,4.3,8.4,5721,,,,,,,,,No,,,,No,,11/30/2017,12/18/2017,"United States, Canada",ES_1118034_WT7100C*_12192017024232_70163137,No
