Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-08CW1RVFUE10,AW-08CR1RVGUE10,8000.0,680.0,12.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-12CW1RWFUE10,AW-12CW1RWGUE10,12000.0,990.0,12.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AW-06CR1RVGUE15,AW-06CW1RVGUE10,6000.0,500.0,12.1,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-10CW1RWFUE10,AW-10CR1RWGUE15,10000.0,840.0,12.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-08CW1RVFUE10,HAW0821CW1W,8000.0,680.0,12.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-12CW1RWFUE10,AW-12CR1RWGUE15,12000.0,990.0,12.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-12DR3RYFU10 (230V),AW1221DR3W (230V),11500.0,1050.0,10.9,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AW-24DR3RDFU20 (208V),AW2422DR3W (208V),23700.0,2510.0,9.4,No,No,https://www.dropbox.com/sh/j91j1mgnevct6mx/AACvbsNLvmCRfT2zN7y6ypkpa?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-08DR1RVFU20,AW0822DR1W,8100.0,710.0,10.9,No,No,https://www.dropbox.com/sh/j91j1mgnevct6mx/AACvbsNLvmCRfT2zN7y6ypkpa?dl=0
HISENSE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW-18DR3SXFU10 (230V),AW1821DR3W (230V),18000.0,1680.0,10.7,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW-18CW3RXFUE10,AW1821CW3W,18000.0,1530.0,11.8,No,No,https://assets.hisense-usa.com/assets/Energy-Guides/2020/HA/Air-Conditioners/Nov4/fdad1d7c31/AW1821CW3W.pdf
HISENSE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AW-06CR1RUFU10,AW-06CR1RUGU10,6000.0,530.0,11.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW-08CW1RVFUE10,AW-08CW1RVGUE10,8000.0,680.0,12.0,No,No,https://www.dropbox.com/sh/aoryhm5aumfdasg/AADIl6XN95ZsU0olZQTd1XCca?dl=0
HISENSE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW-18DR3RXFU20 (230V),AW1822DR3W (230V),18000.0,1660.0,10.7,No,No,https://www.dropbox.com/sh/j91j1mgnevct6mx/AACvbsNLvmCRfT2zN7y6ypkpa?dl=0
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5023Y,LW5023Y,5000.0,450.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5023,LW5023,5000.0,450.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6017R,LW6017R,6000.0,520.0,11.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8016ERY7,LW8016ER,8000.0,660.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1016ERY7,LW1016ER,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216ERY7,LW1216ER,12000.0,990.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2516ERY7,LW2516ER,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8017ERSM,LW8017ERSM,8000.0,660.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW8016HRY7,LW8016HR,7500.0,670.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2416HRY7,LW2416HR,23000.0,2340.0,9.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216HR,LW1216HR,12000.0,1060.0,11.2,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1016CERY7,LT1016CER,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1036CERY7,LT1036CER,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1037HNR,LT1037HNR,10000.0,1020.0,9.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1237HNR,LT1237HNR,11200.0,1140.0,9.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216ER,LW1216ER,12000.0,990.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1516ER,LW1516ER,15000.0,1260.0,11.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT0816CER,LT0816CER,8000.0,750.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1016CER,LT1016CER,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1216CER,LT1216CER,11800.0,1110.0,10.5,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1236CER,LT1236CER,11800.0,1110.0,10.5,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1521ERSM,LW1521ERSM,15000.0,1260.0,11.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2421HRSM,LW2421HRSM,23000.0,2340.0,9.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2521ERSM,LW2521ERSM,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6019ER,LW6019ER,6000.0,480.0,12.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW8021HRSM,LW8021HRSM,7500.0,670.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1022ERSM,LW1022ERSM,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1222ERSM,LW1222ERSM,12000.0,1030.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2522ERSM,LW2522ERSM,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1222IVSM,LW1222IVSM,12000.0,1020.0,15.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1522IVSM,LW1522IVSM,14000.0,1260.0,14.7,No,No,http://www.lg.com/global/support/ftclabel
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5016,LW5016,5000.0,440.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW8016HR,LW8016HR,7500.0,670.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2422IVSM,LW2422IVSM,23500.0,2570.0,14.3,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",US10D10C-A,US10D10C-A,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",US10D30C,US10D30C,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",US10D30C-A,US10D30C-A,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",US12D10C,US12D10C,11800.0,1110.0,10.5,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",US12D10C-A,US12D10C-A,11800.0,1110.0,10.5,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CP10G10B,CP10G10B,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CP12G10B,CP12G10B,12000.0,990.0,12.0,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",EP08G11B,EP08G11B,7500.0,670.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",EP12G33B,EP12G33B,12000.0,1060.0,11.2,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",CP18G30B-A,CP18G30B-A,19000.0,1590.0,11.8,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",CP24G30B-A,CP24G30B-A,23500.0,2390.0,9.8,No,No,http://www.lg.com/global/support/ftclabel
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",EP24G33B-A,EP24G33B-A,23000.0,2340.0,9.8,No,No,http://www.lg.com/global/support/ftclabel
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.7708771,580.7708771,8000.0,660.0,12.0,No,No,https://www.kenmore.com/energyguide
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",580.7718771,580.7718771,18000.0,1510.0,11.8,No,No,https://www.kenmore.com/energyguide
Kenmore Elite,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",580.7724771,580.7724771,24500.0,2370.0,10.3,No,No,https://www.kenmore.com/energyguide
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",580.7715771,77157,15000.0,1260.0,11.8,No,No,https://www.kenmore.com/energyguide
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",580.7718771,77187,18000.0,1510.0,11.8,No,No,https://www.kenmore.com/energyguide
Haier,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AHTC05AA** (T),QTPC05AA**,5100.0,440.0,11.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHC10LYQ2,AHP10LZ**,10100.0,860.0,11.4,No,No,By annual report date
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHC08LYW2,AHP08LZ**,8100.0,690.0,11.4,No,No,By annual report date
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AHW05LZ**,AHP05LZ**,5100.0,450.0,11.0,No,No,By annual report date
hOme,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",HME030528N,HME030528N,14500.0,1270.0,11.3,No,No,https://m.media-amazon.com/images/I/81NJGe9E5RL.pdf
hOme,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",HME030525N,HME030525N,8000.0,670.0,12.0,No,No,https://m.media-amazon.com/images/I/81QMUxicHzL.pdf
hOme,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",HME030524N,HME030524N,6000.0,500.0,12.1,No,No,https://m.media-amazon.com/images/I/81gjni7fQaL.pdf
hOme,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),HME030341N,10000.0,840.0,12.0,No,No,https://m.media-amazon.com/images/I/7158UOtDj-L.pdf
hOme,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),HME030343N,15000.0,1270.0,11.8,No,No,https://m.media-amazon.com/images/I/71o6Z+GgLKL.pdf
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEG08LZ,AEG08LZL1,8100.0,720.0,11.2,No,No,By annual report date
Vissani,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AW-05CM1RUGU10,VWA05,5000.0,450.0,11.0,No,No,https://images.thdstatic.com/catalog/pdfImages/b1/b17b07b6-1ee2-4df3-afc0-233d9234ab1c.pdf
Vissani,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AW-06CR1RUGU10,VWA06,6000.0,450.0,11.0,No,No,https://images.thdstatic.com/catalog/pdfImages/c8/c86004a8-ff20-4610-ba48-ba8f5f822a11.pdf
ARCTIC WIND,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),1AW24000EA(230V),24000.0,2300.0,10.3,No,No,https://perfectaire.us/resource_category/specs/.
ARCTIC WIND,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),1AW18000EA(230V),18000.0,1520.0,11.8,No,No,https://perfectaire.us/resource_category/specs/.
ARCTIC WIND,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),1AW15000EA,15000.0,1270.0,11.8,No,No,https://perfectaire.us/resource_category/specs/.
ARCTIC WIND,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/J9U,1AW8000DA,8000.0,700.0,10.9,No,No,https://perfectaire.us/resource_category/specs/.
DENALI AIRE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),1DAC18K(230V),18000.0,1520.0,11.8,No,No,https://perfectaire.us/resource_category/specs/.
DENALI AIRE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),1DAC15K,15000.0,1270.0,11.8,No,No,https://perfectaire.us/resource_category/specs/.
DENALI AIRE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),1DAC12K,12000.0,970.0,12.0,No,No,https://perfectaire.us/resource_category/specs/.
DENALI AIRE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),1DAC10K,10000.0,830.0,12.0,No,No,https://perfectaire.us/resource_category/specs/.
DENALI AIRE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),1DAC8K,8000.0,640.0,12.0,No,No,https://perfectaire.us/resource_category/specs/.
DENALI AIRE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWC-06CRD1/L1U(ES),1DAC6K,6000.0,490.0,12.1,No,No,https://perfectaire.us/resource_category/specs/.
ARCTIC WIND,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCD-35/YXRA(E/6)(000295),2AWH12000A(208V),11600.0,1040.0,11.1,No,No,https://perfectaire.us/resource_category/specs/.
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PACU8000,1PACU8000,8000.0,690.0,15.0,No,No,https://perfectaire.us/resource_category/specs/
Homepointe,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",MWAUW2-08CRN1-BCJ6,MWAUW2-08CRN1-BCJ6,8300.0,760.0,10.6,No,No,https://www.truevalue.com/through-the-wall-window-air-conditioner-8-000-btu
Homepointe,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",MWHUK-05CMN8-BCK0,MWHUK-05CMN8-BCK0,5000.0,450.0,11.0,No,No,https://www.truevalue.com/mechanical-window-air-conditioner-5-000-btus
Homepointe,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",MWHUK-06CRN8-BCL1,MWHUK-06CRN8-BCL1,6000.0,490.0,12.1,No,No,https://www.truevalue.com/air-conditioner-6-000-btu-hour
Homepointe,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWHUK-08CRN8-BCL0,MWHUK-08CRN8-BCL0,8000.0,650.0,12.0,No,No,https://www.truevalue.com/window-air-conditioner-8-000-btu-hour
Homepointe,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWHUK-10CRN8-BCL0,MWHUK-10CRN8-BCL0,10000.0,830.0,12.0,No,No,https://www.truevalue.com/air-conditioner-10-000-btu-hour
Homepointe,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",MWEUW2-08CRN1-BCJ6,MWEUW2-08CRN1-BCJ6,8300.0,760.0,10.6,No,No,https://www.truevalue.com/through-the-wall-window-air-conditioner-8-000-btu
Homepointe,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWJUK-14CRN8-BCK2,MWJUK-14CRN8-BCK2,14500.0,1270.0,11.3,No,No,https://www.truevalue.com/shop/heating-cooling/air-conditioners-accessories
DELLA,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWC-06CRD1/L1U(ES),048-TL-W6KW,6000.0,490.0,12.1,No,No,By annual report date
DELLA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),048-TL-W8KW,8000.0,640.0,12.0,No,No,By annual report date
DELLA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-29/YXRD(E1/6)(00408),048-TL-W10KW,10000.0,810.0,12.0,No,No,By annual report date
DELLA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(40500),048-TL-W12KW,12000.0,980.0,12.0,No,No,By annual report date
Soleusair,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C,WS3-06E-201,6000.0,500.0,12.1,No,No,https://soleusairwest.com/energy-guides/
OSLO,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06CW,OSHB-06W,6000.0,500.0,12.1,No,No,https://oslousa.com/products/6-000-btu-micro-split-air-conditioner-inverter?variant=
MOBILCOMFORT,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C,MCSD-08,8000.0,670.0,12.0,No,No,https://acsaddle.com/index.php/energy-guides/
OSLO,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C,OSHB-08,8000.0,670.0,12.0,No,No,https://oslousa.com/products/6-000-btu-micro-split-air-conditioner-inverter?variant=
Bhojwani Wholesale,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-29/YXRD(E1/6)(00408),DS-10WACW,10000.0,810.0,12.0,No,No,By annual report date
Bhojwani Wholesale,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),DS-08WACW,8000.0,640.0,12.0,No,No,By annual report date
Bhojwani Wholesale,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWC-06CRD1/L1U(ES),DS-06WAC,6000.0,490.0,12.1,No,No,By annual report date
Bhojwani Wholesale,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KC-15/YXD(E1/6)(000499),DS-05WAC,5000.0,460.0,11.0,No,No,By annual report date
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5023,LW5023,5000.0,450.0,11.0,No,No,http://www.lg.com/global/support/ftclabel
Genie Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GA23-08ERN1-DCI6,GA23-08ERN1-DCI6,8000.0,750.0,9.6,No,No,By annual report date
Genie Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",GA23-14ERN1-MCI3,GA23-14ERN1-MCI3,14000.0,1430.0,9.5,No,No,By annual report date
Genie Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GA23-12CRN1-115,GA23-12CRN1-115,12000.0,1110.0,10.5,No,No,By annual report date
Genie Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",GA23-14CRN2-230,GA23-14CRN2-230,14000.0,1400.0,9.5,No,No,By annual report date
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8023RSM,LW8023RSM,8000.0,710.0,11.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1024RD,LW1024RD,10000.0,870.0,11.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1023RSMY,LW1023RSMY,10000.0,870.0,11.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1223RSMY,LW1223RSMY,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1423RSMY,LW1423RSMY,14000.0,1250.0,11.2,No,No,http://www.lg.com/global/support/ftclabel
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1821RSM,LW1821RSM,18000.0,1580.0,11.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2521RSM,LW2521RSM,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT10324CNR,LT10324CNR,9800.0,920.0,10.6,No,No,http://www.lg.com/global/support/ftclabel
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1233HNR,LT1233HNR,11800.0,1150.0,10.2,No,No,http://www.lg.com/global/support/ftclabel
Infiniti,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",1120441,1120441,10000.0,1040.0,9.6,No,No,By annual report date
CL,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",CL-MWHUK-05CRN8-BCK0,CL-MWHUK-05CRN8-BCK0,5000.0,450.0,11.0,No,No,By annual report date
Element,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",EWR14B,EWR14B,14500.0,1260.0,11.3,No,No,https://elementelectronics.com/energy-guides
Element,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",EWR10BE,EWR10BE,10000.0,810.0,12.0,No,No,https://elementelectronics.com/energy-guides
Element,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",EWM05B,EWM05B,5000.0,450.0,11.0,No,No,https://elementelectronics.com/energy-guides
Impecca,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ITAC08-KS21,ITAC08-KS21,8000.0,750.0,10.6,No,No,https://impecca.boxcn.net/s/wfrsrkgdohr0rn8y8ovv1ktk67902n7t
Impecca,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",IWA06-KS30,IWA06-KS30,6000.0,490.0,12.1,No,No,https://impecca.box.com/s/uzqr6n83ofutnavbphmzxsl4livsd9gm
Impecca,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ITAC12-KSA21,ITAC12-KSA21,12000.0,1140.0,10.5,No,No,https://impecca.boxcn.net/s/wvj1ziy9lftzxmxrtz470m6stfpeb9j1
Impecca,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",ITAC14-KR,ITAC14-KR,14000.0,1400.0,9.5,No,No,https://impecca.boxcn.net/s/ewzwoduvr6mxwcazlnmdbzi5hxedwz75
