ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2331678,GE,GTW500A*N***,",GTW500ASNWS,Color: White / Silver",084691845638,Top Load,,"Gentle Cycle,Delayed Start",Residential,4.6,,27.0,,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,,,12/17/2018,12/05/2018,"United States, Canada",ES_1123206_GTW500A*N***_12052018194545_9145154,No,GTW500A.N...
2370952,GE,GTW500A*N***,",GTW500ASNWS,",084691845638,Top Load,,Gentle Cycle,Residential,4.6,,27.0,,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,,,04/19/2021,12/16/2020,"United States, Canada",ES_1123206_GTW500A*N***_121520200855585_6243535,No,GTW500A.N...
2370953,GE,GTW540A*P***,",GTW540ASPWS,",084691870944,Top Load,,"Sanitize Option,Gentle Cycle",Residential,4.6,,27.0,,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,,,12/22/2020,12/16/2020,"United States, Canada",ES_1123206_GTW540A*P***_12152020085595_7471356,No,GTW540A.P...
2310720,GE,GTW685B*L***,",GTW685BPLDG,Color - Diamond Gray, UPC - 084691825739; ,GTW685BSLWS,Color - White / Silver, UPC - 084691825609",84691825609,Top Load,,"Gentle Cycle,Delayed Start,Sanitize Option",Residential,4.5,,27.0,,2.06,1.29,150,4.3,8.4,5683,,,,,,,,,No,,,,Yes,"ES_1123206_GTD65EB*J***_08242015154618_1178596, ES_1123206_GTD65GB*J***_08242015155701_1821764",05/03/2017,02/12/2018,United States,ES_1123206_GTW685B*L***_05082017184751_9271148,No,GTW685B.L...
2340782,GE,GTW720B*N***,",,Color: White / Silver; ,GTW720BPNDG,Color: Diamond Gray; ,GTW720BSNWS,Color: White / Silver",084691842910; 084691842965,Top Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,27.0,,2.06,1.29,165,4.3,8.4,6076,,,,,,,,,No,,,,Yes,"ES_1123206_GTD72EB*N***_06132019151328_8808992, ES_1123206_GTD72GB*N***_06132019153207_9927091, ES_1123206_GTD72EB*N***_06132019151546_8946196, ES_1123206_GTD72GB*N***_06132019153129_9889156",07/08/2019,07/03/2019,"United States, Canada",ES_1123206_GTW720B*N***_07032019154626_8786582,No,GTW720B.N...
2340281,GE,GTW725B*N***,",,Color: White / Silver; ,GTW725BPNDG,Color: Diamond Gray; ,GTW725BSNWS,Color: White / Silver",084691842958,Top Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.6,,27.0,,2.06,1.29,158,4.3,8.4,5886,,,,,,,,,No,,,,Yes," ES_1123206_GTD72GB*N***_06132019153207_9927091,ES_1123206_GTD72EB*N***_06132019151546_8946196, ES_1123206_GTD72EB*N***_06132019151328_8808992, ES_1123206_GTD72GB*N***_06132019153129_9889156",07/08/2019,06/25/2019,"United States, Canada",ES_1123206_GTW725B*N***_06252019162159_9719000,No,GTW725B.N...
2341109,GE,GTW840C*N***,",,Color: White / Silver; ,GTW840CPNDG,Color: Diamond Gray; ,GTW840CSNWS,Color: White / Silver",084691842934,Top Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,5.2,,27.0,,2.06,1.29,175,4.3,8.4,6558,,,,,,,,,No,,,,Yes," ES_1123206_GTD84GC*N***_07162019135324_5204393, ES_1123206_GTD84GC*N***_07162019135307_5187089, ES_1123206_GTD84EC*N***_07162019133524_4124833,ES_1123206_GTD84EC*N***_07162019133510_4110411",07/22/2019,07/12/2019,"United States, Canada",ES_1123206_GTW840C*N***_07122019153001_5401808,No,GTW840C.N...
2342279,GE,GTW845C*N***,",GTW845CPNDG,Color: Diamond Gray; UPC 084691842972; ,GTW845CSNWS,Color: White / Silver; UPC 084691842989",,Top Load,,"Gentle Cycle,Delayed Start,Sanitize Option",Residential,5.0,,27.0,,2.06,1.29,192,4.3,8.4,6368,,,,,,,,,No,,,,Yes," ES_1123206_GTD84EC*N***_07162019133524_4124833, ES_1123206_GTD84GC*N***_07162019135324_5204393, ES_1123206_GTD84GC*N***_07162019135307_5187089,ES_1123206_GTD84EC*N***_07162019133510_4110411",08/05/2019,07/31/2019,"United States, Canada",ES_1123206_GTW845C*N***_07312019132316_9396106,No,GTW845C.N...
2331684,GE,GUD27EE*N***,",GUD27EESNWW,Color: White",084691844198,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,United States,ES_1123206_GUD27EE*N***_12032018150843_9723388,No,GUD27EE.N...
2331685,GE,GUD27EE*N***,",GUD27EEMNWW,Color: White",757638359115,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,Canada,ES_1123206_GUD27EE*N***_12172018162946_4186828,No,GUD27EE.N...
2422857,GE,GUD27EE*V***,",GUD27EEPVDG,Diamond Gray",084691929970,Top Load,Laundry Center,Impeller,Residential,3.9,75.5,26.8,30.9,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,Yes,ES_1123206_GUD27EE*V***_031420231629183_9232754,03/20/2023,03/16/2023,United States,ES_1123206_GUD27EE*V***_031320231800464_7159158,No,GUD27EE.V...
2331687,GE,GUD27GE*N***,",GUD27GESNWW,Color: White",084691844181,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,United States,ES_1123206_GUD27GE*N***_12172018164614_5174137,No,GUD27GE.N...
2407727,GE Profile,PFQ97HS*V***,",PFQ97HSPVDS,Carbon Graphite",084691916062,Front Load,Combination All-in-One Washer/Dryer,Sanitize Option,Residential,4.8,46.7,28.0,32.0,2.76,1.84,136,3.0,4.7,4283,4.8,Heat Pump,6.0,399.0,,,,Ventless,No,,,,,,02/02/2023,01/31/2023,United States,ES_1123206_PFQ97HS*V***_012720232048213_2480524,No,PFQ97HS.V...
2389043,GE Profile,PFW950S*T***,",PFW950SPTDS,Black Slate",084691885405,Front Load,,Sanitize Option,Residential,5.3,39.75,28.0,34.0,2.76,1.84,158,3.0,4.7,4691,,,,,,,,,No,,,,,,12/13/2021,12/09/2021,"United States, Canada",ES_1123206_PFW950S*T***_120620211047758_5190619,No,PFW950S.T...
2382907,GE Profile,PTW600B*R***,",PTW600BPRDG,Color: Diamond Gray; ,PTW600BSRWS,Color: White",084691876328;084691876359,Top Load,,Gentle Cycle,Residential,5.0,56.0,27.9,28.0,2.06,1.29,158,4.3,8.4,6343,,,,,,,,None,No,,,,Yes,ES_1123206_PTD60GB*R***_062920211716333_3715946,08/30/2021,08/05/2021,United States,ES_1123206_PTW600B*R***_080320211017334_5509164,No,PTW600B.R...
2382908,GE Profile,PTW605B*R***,",PTW605BPRDG,Color: Diamond Gray; ,PTW605BSRWS,Color: White",084691876335;084691876342,Top Load,,Gentle Cycle,Residential,4.9,56.0,27.9,28.0,2.06,1.29,158,4.3,8.4,6216,,,,,,,,None,No,,,,Yes,ES_1123206_PTW605B*R***_08032021101799_6106607,08/30/2021,08/05/2021,United States,ES_1123206_PTW605B*R***_08032021101799_6106607,No,PTW605B.R...
2390457,GE Profile,PTW700B*T***,",PTW700BPTDG,Diamond Gray; ,PTW700BPTRS,Royal Sapphire; ,PTW700BSTWS,White",084691891901;084691891956;084691903789,Top Load,,"Delayed Start,Impeller,Sanitize Option,Gentle Cycle",Residential,5.4,43.9,27.9,23.2,2.06,1.29,145,4.3,8.4,6825,,,,,,,,,No,,,,Yes,ES_1123206_PTD70GB*T***_12082021151724_9442244,01/17/2022,01/13/2022,"United States, Canada",ES_1123206_PTW700B*T***_011020221107427_5459185,No,PTW700B.T...
2392620,GE Profile,PTW705B*T***,",PTW705BPTDG,Diamond Gray; ,PTW705BPTRS,Sapphire Blue; ,PTW705BSTWS,White",084691891932;084691891949;084691903796,Top Load,,Delayed Start,Residential,5.3,43.9,27.9,28.0,2.06,1.29,145,4.3,8.4,6698,,,,,,,,,No,,,,Yes,"ES_1123206_PTD70EB*T***_120820211148933_7618023, ES_1123206_PTD70EB*T***_012020221610314_6625451, ES_1123206_PTD70GB*T***_12082021151724_9442244",02/07/2022,02/02/2022,"United States, Canada",ES_1123206_PTW705B*T***_013020221836827_7047969,No,PTW705B.T...
2390459,GE Profile,PTW900B*T***,",PTW900BPTDG,Diamond Gray; ,PTW900BPTRS,Royal Sapphire; ,PTW900BSTWS,White",084691891918;084691891925;084691891994,Top Load,,"Delayed Start,Impeller,Sanitize Option,Gentle Cycle",Residential,5.4,43.9,27.9,23.2,2.06,1.29,145,4.3,8.4,6825,,,,,,,,,No,,,,Yes,ES_1123206_PTD90GB*T***_020820220836249_9336129,01/17/2022,01/13/2022,"United States, Canada",ES_1123206_PTW900B*T***_011020221107930_5044387,No,PTW900B.T...
2392619,GE Profile,PTW905B*T***,",PTW905BPTDG,Diamond Gray; ,PTW905BPTRS,Sapphire Blue; ,PTW905BSTWS,White",084691891970;084691891987;084691892014,Top Load,,Delayed Start,Residential,5.3,43.9,27.9,28.0,2.06,1.29,145,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_1123206_PTD90GB*T***_020820220836249_9336129,02/07/2022,02/02/2022,"United States, Canada",ES_1123206_PTW905B*T***_013020221836446_3707708,No,PTW905B.T...
2340369,Haier,QFW150S*N***,",QFW150SSNWW,Color: White",084691841883,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,2.4,,23.4,,2.07,1.84,108,4.2,4.7,2974,,,,,,,,,No,,,,Yes,"ES_1123206_QFD15ES*N***_06282019145701_3821840, ES_1123206_QFD15ES*N***_06282019145505_3705696",07/08/2019,06/26/2019,"United States, Canada",ES_1123206_QFW150S*N***_06262019192419_7059687,No,QFW150S.N...
2399989,Hamilton Beach,HBFW3205,,058465825614,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option,Drum Clean, Perm Press, Bulky, Wool, Sports Wear",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,No,,09/01/2022,08/11/2022,"United States, Canada",ES_1120898_HBFW3205_062220221518439_4618456,No,HBFW3205
2331774,Inglis,IFW5900H**,,883049473079,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh",Residential,4.3,,27.0,,2.76,1.84,123,3.2,4.7,4097,,,,,,,,,No,,,,No,,12/03/2018,08/24/2018,"United States, Canada",ES_15649_IFW5900H**_10142018185237_3157188,No,IFW5900H..
2384071,Insignia,NS-FWM27W1,,,Front Load,,Delayed Start,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,None,No,,,,,,08/18/2021,09/01/2021,"United States, Canada",ES_1059185_NS-FWM27W1_090320210024367_6206889,No,NS-FWM27W1
2397287,Insignia,NS-FWM45W3,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,110,3.2,4.7,4248,,,,,,,,,No,,,,,,05/25/2022,06/08/2022,"United States, Canada",ES_1059185_NS-FWM45W3_060820220311772_8455966,No,NS-FWM45W3
2355252,Kenmore,2165*20*,,883049582412,Top Load,,"Delayed Start,Clean Washer With Affresh, Cold Clean, Express",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6609,,,,,,,,,No,,,,Yes,ES_15649_6165*20*_02202020201902_9942650,04/01/2020,01/13/2020,United States,ES_15649_2165*20*_01132020175939_8379193,No,2165.20.
2310410,Kenmore,2613*41*,,883049334691,Top Load,,Pre Wash##Deep Fill##Two Rinses##Fabric Softener##Steam,Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,03/23/2015,02/08/2018,"United States, Canada",ES_15649_2613*41*_02092018170246_5766555,No,2613.41.
2310389,Kenmore,2713*41*,,883049334707,Top Load,,Pre Wash##Deep Fill##Two Rinses##Fabric Softener##Steam,Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,03/23/2015,02/08/2018,"United States, Canada",ES_15649_2713*41*_02092018170338_5818057,No,2713.41.
2310394,Kenmore,2813*41*,,883049334714,Top Load,,"Pre Wash, Deep Fill, Timed Oxi, Fabric Softener, Stain Boost",Residential,5.3,,27.0,,2.06,1.29,195,4.3,8.4,6698,,,,,,,,,No,,,,No,,02/23/2015,02/08/2018,"United States, Canada",ES_15649_2813*41*_02092018170446_5886893,No,2813.41.
2331773,Amana,NFW5800H**,,883049453552,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh",Residential,4.3,,27.0,,2.76,1.84,123,3.2,4.7,4097,,,,,,,,None,No,,,,Yes,ES_22856_NGD5800H**_07022019213222_3142480,12/03/2018,08/24/2018,"United States, Canada",ES_15649_NFW5800H**_10142018185145_3105252,No,NFW5800H..
2309900,Asko,W2084.W.U,,578206,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Gentle Cycle,Heavy-duty construction, Large-capacity stainless steel drum, ActivedrumTM technology##Quattro SuspensionTM technology, Spin speed up to 1400 rpm, Steel SealTM technology, LCD display, Quiet operation 51dB (A) wash/75 dB (A) spin, Auto program, Remaining time and program end indicator, Stacked or side by side installation",Residential,2.0,,23.4,,2.31,1.84,75,2.9,4.7,1728,,,,,,,,,No,,,,Yes,ES_1123023_T208H.W.U_08032017015947_70148998,01/01/2018,02/02/2018,"United States, Canada",ES_1123023_W2084.W.U_02022018102131_70173114,No,W2084.W.U
2400444,Beko,WFTV10733XC*,,8690842514876,Front Load,,Anti-Wrinkle,Residential,2.3,33.1,23.6,22.8,2.1,1.84,106,3.8,4.7,2578,,,,,,,,,No,,,,Yes,ES_1036108_HPD24414W_052420221513617_2247648,08/31/2022,08/23/2022,"United States, Canada",ES_1036108_WFTV10733XC*_081120221830592_2562561,No,WFTV10733XC.
2393618,BLACK DECKER,BFLW27MW,,910064690716,Front Load,,None,Residential,2.7,,23.5,,2.76,1.84,101,3.2,4.7,2549,,,,,,,,,No,,,,,,02/25/2022,03/08/2022,"United States, Canada",ES_1126481_BFLW27MW_030820220219651_1280462,No,BFLW27MW
2332834,Blomberg,WM72200W,,8690842162633,Front Load,,"Hand Wash Cycle,Gentle Cycle,Steam feature, Anticrease+",Residential,1.9,,24.0,,2.07,1.84,84,3.6,4.7,2060,,,,,,,,,No,,,,No,,02/01/2019,01/31/2019,"United States, Canada",ES_1036108_WM72200W_01312019211451_9291862,No,WM72200W
2400443,Blomberg,WM98220SX*,,8690842516788,Front Load,,Anti-Wrinkle,Residential,2.3,33.1,23.6,22.8,2.1,1.84,106,3.8,4.7,2578,,,,,,,,,No,,,,Yes,ES_1036108_DHP24404W_052420221513147_6756452,08/31/2022,08/23/2022,"United States, Canada",ES_1036108_WM98220SX*_081120221830200_9220326,No,WM98220SX.
2311151,Bosch,WAT28400UC,,825225912767,Front Load,,Delayed Start,Residential,2.2,,24.0,,2.22,1.84,84,3.6,4.7,2294,,,,,,,,,No,None,None,No,Yes,,05/01/2015,03/20/2015,"United States, Canada",ES_31649_WAT28400UC_12192014125456_4933282,No,WAT28400UC
2363886,Bosch,WAW285H1UC,,825225963233,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle",Residential,2.2,,23.5,,2.2,1.84,84,3.7,4.7,2379,,,,,,,,,Yes,Wi-Fi,,,Yes,ES_31649_WTW87NH1UC_07082020153043_1234247,10/01/2020,07/31/2020,"United States, Canada",ES_31649_WAW285H1UC_07082020145146_4616052,Yes,WAW285H1UC
2310610,Bosch,WAW285H2UC,,825225937449,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle",Residential,2.2,,24.0,,2.22,1.84,84,3.7,4.7,2358,,,,,,,,,Yes,Wi-Fi,,,Yes,"ES_31649_WTG865H3UC_02192019145237_3792688,ES_31649_WTG865H4UC_04242020110353_9266931",09/01/2017,05/01/2017,"United States, Canada",ES_31649_WAW285H2UC_04292017160115_8727838,No,WAW285H2UC
2408401,Bosch,WGA12400**,,825225967231,Front Load,,"Delayed Start,Gentle Cycle",Residential,2.1,,23.5,,2.4,1.84,70,3.7,4.7,2325,,,,,,,,,No,,,,,,03/01/2023,02/21/2023,"United States, Canada",ES_31649_WGA12400**_12072022074533_6359826,No,WGA12400..
2448374,Criterion,CFW45N1AW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4257,,,,,,,,,No,,,,,,03/22/2023,03/28/2023,"United States, Canada",ES_1062598_CFW45N1AW_032820230635626_5931528,No,CFW45N1AW
2325258,Crosley,YFW450S*M***,",YFW450SPMDG,; ,YFW450SSMWW,",084691841524,Front Load,,"Gentle Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,4.5,,27.0,,2.76,1.84,116,3.2,4.7,4220,,,,,,,,,No,,,,,,09/03/2018,08/22/2018,United States,ES_92264_YFW450S*M***_09032018174229_6549281,No,YFW450S.M...
2350855,Crosley,YTW4514*N***,",YTW4514PNDG,Color: Diamond Gray; ,YTW4514SNWS,Color: White",084691853435;084691853442,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,,26.9,,2.06,1.84,150,4.3,4.7,5683,,,,,,,,,No,,,,Yes,ES_92264_YTD74E2*N***_011720231848244_5006773,12/04/2019,12/02/2019,United States,ES_92264_YTW4514*N***_12052019143043_6243661,No,YTW4514.N...
2399404,Danby,DWM022D1WDB,,067638000635,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option,Perm Press
Bulky
Wool
Sports Wear
Drum Clean",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,ES_31682_DDY040D1WDB_080120222225291_5981092,10/01/2022,08/01/2022,"United States, Canada",ES_31682_DWM022D1WDB_072520222225291_4980099,No,DWM022D1WDB
2309144,Electrolux,EFLS527****,,12505387265;12505387272,Front Load,,None,Residential,4.3,,27.0,,2.92,1.84,75,3.2,4.7,4059,,,,,,,,,No,,,,Yes,ES_1021080_EFME527****_02222018171513_9713937,01/19/2018,01/02/2018,"United States, Canada",ES_1021080_EFLS527****_01152018115400_70163739,Yes,EFLS527....
2310162,Electrolux,EFLS627****,,012505387289;12505387289;12505387296,Front Load,,None,Residential,4.4,,27.0,,2.92,1.84,85,3.2,4.7,4154,,,,,,,,,No,,,,Yes,ES_1021080_EFME627****_02222018171531_9731920,01/19/2018,02/08/2016,"United States, Canada",ES_1021080_EFLS627****_02072018120848_70172556,Yes,EFLS627....
2310004,Electrolux,EFLW317****,,012505386947;12505386947,Front Load,,None,Residential,4.3,,27.0,,2.76,1.84,60,3.2,4.7,4059,,,,,,,,,No,,,,Yes,ES_1021080_EFDE317****_12162016171416_8456738,01/29/2018,01/26/2018,"United States, Canada",ES_1021080_EFLW317****_02052018061855_70167392,No,EFLW317....
2310163,Electrolux,EFLW427****,,012505387258;12505387258,Front Load,,None,Residential,4.3,,27.0,,2.92,1.84,60,3.2,4.7,4059,,,,,,,,,No,,,,Yes,ES_1021080_EFME427****_02222018171459_9699389,01/19/2018,03/01/2016,"United States, Canada",ES_1021080_EFLW427****_02072018120848_70172556,Yes,EFLW427....
2358143,Electrolux,ELFW4222***,,012505387623;12505387623,Front Load,,Sanitize Option,Residential,2.4,,23.5,,2.13,1.84,90,3.8,4.7,2690,,,,,,,,,No,,,,Yes,ES_1021080_ELFE4222***_03112020133341_3621099,05/01/2020,04/10/2020,"United States, Canada",ES_1021080_ELFW4222***_04162020102016_80040348,No,ELFW4222...
2378412,Electrolux,ELFW7337***,,012505388392;12505388392,Front Load,,"Delayed Start,Gentle Cycle",Residential,4.4,38.0,27.0,32.0,2.76,1.84,50,3.2,4.7,4154,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7337***_062820211816680_1356139,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7337***_05252021015644_80075233,No,ELFW7337...
2378411,Electrolux,ELFW7437***,,012505388408;12505388408,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,38.0,27.0,32.0,2.92,1.84,85,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7437***_062820211816942_5919809,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7437***_05252021015644_80075233,Yes,ELFW7437...
2378410,Electrolux,ELFW7537***,,012505388446;12505388446;12505388453,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,38.0,27.0,32.0,2.92,1.84,85,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7537***_062820211816231_3995877,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7537***_05252021015644_80075233,Yes,ELFW7537...
2378409,Electrolux,ELFW7637***,,012505388521;12505388521;12505388538,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,38.0,27.0,32.0,2.92,1.84,85,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7637***_062820211816181_3625903,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7637***_05252021015644_80075233,Yes,ELFW7637...
2448289,ELEMENT,EFL2724BW,,810649030906,Front Load,,None,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,02/06/2023,03/24/2023,United States,ES_1145034_EFL2724BW_032420230635383_5933236,No,EFL2724BW
2448288,ELEMENT,EFL4527BW,,810649030876,Front Load,,None,Residential,4.6,,34.2,,2.76,1.84,110,3.2,4.7,4305,,,,,,,,,No,,,,,,02/06/2023,03/24/2023,United States,ES_1145034_EFL4527BW_032420230713491_1707974,No,EFL4527BW
2406487,Equator Advanced Appliances,CW 2240 B,,747037122335,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,ES_40188_CD 4040 B_121420221622395_2181150,03/01/2023,01/04/2023,"United States, Canada",ES_Equator Appliances_CW 2240 B_121420221552655_2827439,No,CW 2240 B
2406486,Equator Advanced Appliances,CW 2240 W,,747037122113,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,ES_40188_CD 4040 W_121420221622708_9727238,03/01/2023,01/02/2023,"United States, Canada",ES_Equator Appliances_CW 2240 W_121420221552744_6961679,No,CW 2240 W
2361592,Frigidaire,FWFX21D4EW,,012505388293,Front Load,,Anti-Wrinkle,Residential,4.3,,27.0,,2.76,1.84,60,3.2,4.7,4059,,,,,,,,,No,,,,Yes,ES_1021080_FDEX21E4EW_06082020171542_6542906,06/15/2020,06/09/2020,United States,ES_1021080_FWFX21D4EW_06122020043751_80045558,No,FWFX21D4EW
2393288,Frigidaire,FWFX22D4EW,,012505388637,Front Load,,"Delayed Start,Gentle Cycle",Residential,4.4,38.0,27.0,32.0,2.76,1.84,50,3.2,4.7,4154,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7337***_030820222037470_3587891,03/11/2022,02/23/2022,United States,ES_1021080_FWFX22D4EW_02242022115137_80116962,No,FWFX22D4EW
2361238,Gaggenau,WM262700,,825225955573,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle",Residential,2.2,,24.0,,2.22,1.84,84,3.7,4.7,2358,,,,,,,,,Yes,Wi-Fi,,,Yes,ES_31649_WT262700_02192019145237_7770807,09/01/2017,06/02/2020,"United States, Canada",ES_31649_WM262700_05272020071117_3249475,No,WM262700
2324849,GE,GFW148S*M***,",,Color: White / White",084691826651,Front Load,,"Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.4,,23.4,,2.07,1.84,97,4.2,4.7,2961,,,,,,,,,No,,,,Yes,ES_1123206_GFT14ES*M***_08292018161048_9048548,08/27/2018,08/27/2018,"United States, Canada",ES_1123206_GFW148S*M***_08272018155407_5247195,No,GFW148S.M...
2306813,GE,GFW450S*M***,",GFW450SPMDG,; ,GFW450SSMWW,",084691826576,Front Load,,"Gentle Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,4.5,,27.0,,2.76,1.84,116,3.2,4.7,4220,,,,,,,,,No,,,,,,12/04/2017,11/27/2017,"United States, Canada",ES_1123206_GFW450S*M***_11272017202142_4102375,No,GFW450S.M...
2351443,GE,GFW510S*N***,",GFW510SCNWW,Color: White; UPC 084691849377",084691849377,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,,28.0,,2.76,1.84,150,3.0,4.7,3983,,,,,,,,,No,,,,Yes,"ES_1123206_GFV55ES*N***_03112020143611_7371251, ES_1123206_GFV55ES*N***_03112020143551_7351317",01/13/2020,12/18/2019,"United States, Canada",ES_1123206_GFW510S*N***_12182019134400_6640243,No,GFW510S.N...
2508135,GE,GFW510S*V***,",GFW510SCVWW,",084691928034,Front Load,,Sanitize Option,Residential,4.6,39.8,28.0,32.0,2.76,1.84,150,3.0,4.7,4044,,,,,,,,,No,,,,No,,06/16/2023,06/08/2023,United States,ES_1123206_GFW510S*V***_06072023154253_8130897,No,GFW510S.V...
2350140,GE,GFW550S*N***,",GFW550SPNDG,Color: Diamond Gray; UPC 084691849322; ,GFW550SSNWW,Color: White; UPC 084691849339",,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,28.0,,2.76,1.84,158,3.0,4.7,4239,,,,,,,,,No,,,,Yes," ES_1123206_GFD55ES*N***_01282020203606_3766726, ES_1123206_GFV55ES*N***_03112020143551_7351317,ES_1123206_GFD55ES*N***_01282020203519_3719066, ES_1123206_GFV55ES*N***_03112020143611_7371251",11/25/2019,11/21/2019,"United States, Canada",ES_1123206_GFW550S*N***_11212019143018_6618069,No,GFW550S.N...
