ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Height (inches),Width (inches),Depth (inches),Weight (lbs),Cooling Capacity (Btu/hr),Voltage (volts),Type,Installation Mounting Type,Support Bracket,Heating Mode,Casement Window,Product Class,Variable Speed Compressor,Low Noise,Refrigerant Type,Refrigerant with GWP,Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Primary Communication Module/Device Brand Name and Model Number,Network Security Standards,Network Standby Power (watts),Is Broadband Internet Connection Needed for Demand Response?,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2349972,Danby,DAC060EB7*,,67638023825,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,11/19/2019,10/07/2019,"United States, Canada",ES_0031682_DAC060EB7*_11192019062148_80023451,No,DAC060EB7.
2371476,Danby,DAC080B6IWDB-6,,67638026031,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",Yes,Yes,,,15.0,38,400,No,,,,,,,,,12/18/2020,12/28/2020,"United States, Canada",ES_0031682_DAC080B6IWDB-6_12292020023356_80066308,Yes,DAC080B6IWDB-6
2371478,Danby,DAC120B6IWDB-6,,67638026055,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",Yes,Yes,,,15.0,38,600,No,,,,,,,,,12/18/2020,12/28/2020,"United States, Canada",ES_0031682_DAC120B6IWDB-6_12292020023356_80066308,Yes,DAC120B6IWDB-6
2349977,Danby,DAC120EB7*,,67638023856,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,11/19/2019,10/07/2019,"United States, Canada",ES_0031682_DAC120EB7*_11192019062148_80023451,No,DAC120EB7.
2287350,Danby,DAC180BBU*,"Room Air Conditioner,DAC180BGU*,",,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,12/01/2016,12/28/2016,"United States, Canada",ES_31682_DAC180BBU*_12292016090202_2122213,No,DAC180BBU.
2355801,Danby,DAC180EB2*,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,03/04/2020,03/05/2020,"United States, Canada",ES_31682_DAC180EB2*_03052020074039_4039102,No,DAC180EB2.
2287351,Danby,DAC250BBU*,"Room Air Conditioner,DAC250BGU*,",,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,12/01/2016,12/28/2016,"United States, Canada",ES_31682_DAC250BBU*_12292016090214_2134746,No,DAC250BBU.
2355802,Danby,DAC250EB2*,,,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,03/04/2020,03/05/2020,"United States, Canada",ES_31682_DAC250EB2*_03052020075021_4621272,No,DAC250EB2.
2308029,Danby,DTAC080BAU*,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DTAC080BAU*_12192017130713_8833557,No,DTAC080BAU.
2308028,Danby,DTAC120BAU*,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DTAC120BAU*_12192017130313_8593346,No,DTAC120BAU.
2393034,Dreo,DR-HAC002,,850037335640,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",Yes,Yes,R-32,R-32 (GWP:675 | Lower GWP),15.0,38,400,No,,,,,,,,,02/09/2022,02/14/2022,United States,ES_1147142_DR-HAC002_02142022155334_2801935,Yes,DR-HAC002
2336639,Elios,T10CEM9230S,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_T10CEM9230S_04122019032346_9426511,No,T10CEM9230S
2336642,Elios,T12CEM9230S,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_T12CEM9230S_04122019032724_9644177,No,T12CEM9230S
2336637,Elios,TE08CM10115S,,,,,,,8300,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,587,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_TE08CM10115S_04122019031139_8699064,No,TE08CM10115S
2363191,Comfort Aire,RADS-183R,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,07/17/2020,07/17/2020,"United States, Canada",ES_17771_RADS-183R_07202020013959_9199024,No,RADS-183R
2363192,Comfort Aire,RADS-253R,,,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,07/17/2020,07/17/2020,"United States, Canada",ES_17771_RADS-253R_07202020014031_9231395,No,RADS-253R
2254413,Comfort-Aire,RADS-183P,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-183P_12082015054433_3473722,No,RADS-183P
2254412,Comfort-Aire,RADS-253P,,,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-253P_12082015054447_3487827,No,RADS-253P
2338143,Commercial Cool,CWAM10W6C,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.1,11,620,No,,,,,,,,,05/01/2019,04/30/2019,"United States, Canada",ES_1126481_CWAM10W6C_05052019113843_80001661,No,CWAM10W6C
2394588,Commercial Cool,CWAM10W6C,,819813017477,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,04/07/2022,04/07/2022,"United States, Canada",ES_1138537_CWAM10W6C_04112022061537_80121160,No,CWAM10W6C
2338142,Commercial Cool,CWAM12W6C,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,11.8,8,763,No,,,,,,,,,05/01/2019,04/30/2019,"United States, Canada",ES_1126481_CWAM12W6C_05052019113843_80001661,No,CWAM12W6C
2394589,Commercial Cool,CWAM12W6C,,819813017484,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,04/07/2022,04/07/2022,"United States, Canada",ES_1138537_CWAM12W6C_04112022061537_80121160,No,CWAM12W6C
2298994,Continental,CE-WAC108ES,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,07/05/2017,07/05/2017,United States,ES_1092528_CE-WAC108ES_07052017064211_6931309,No,CE-WAC108ES
2298995,Continental,CE-WAC110ES,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,07/05/2017,07/05/2017,United States,ES_1092528_CE-WAC110ES_07052017064138_6898199,No,CE-WAC110ES
2298996,Continental,CE-WAC121ES,",CE-WAC121ESW,",,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,07/05/2017,07/05/2017,United States,ES_1092528_CE-WAC121ES_07052017064106_6866586,No,CE-WAC121ES
2283686,Continental Electric,CE11085ES,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,11/10/2016,11/10/2016,"United States, Canada",ES_1092528_CE11085ES_11102016074116_3676909,No,CE11085ES
2291796,Continental Electric,CE11155ES,,,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,960,No,,,,,,,,,03/01/2017,03/01/2017,"United States, Canada",ES_1092528_CE11155ES_03022017110045_2445800,No,CE11155ES
2306872,Cool-living,CL-RAC06EWES,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,372,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC06EWES_11292017060454_5494970,No,CL-RAC06EWES
2352168,Cool-living,CL-RAC06EWIES,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,372,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC06EWIES_12302019032009_6009418,No,CL-RAC06EWIES
2389354,Cool-living,CL-RAC06EWIES-22,,,,,,,6100,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,378,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC06EWIES-22_121520212042378_1980922,No,CL-RAC06EWIES-22
2352169,Cool-living,CL-RAC06EWIES-6A,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,372,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC06EWIES-6A_12302019032021_6021499,No,CL-RAC06EWIES-6A
2306873,Cool-living,CL-RAC08EWES,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC08EWES_11292017061419_6059317,No,CL-RAC08EWES
2352170,Cool-living,CL-RAC08EWIES,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC08EWIES_12302019034112_7272316,No,CL-RAC08EWIES
2389355,Cool-living,CL-RAC08EWIES-22,,,,,,,8100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,506,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC08EWIES-22_12152021204221_2329054,No,CL-RAC08EWIES-22
2352171,Cool-living,CL-RAC08EWIES-6A,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC08EWIES-6A_12302019034121_7281307,No,CL-RAC08EWIES-6A
2306878,Cool-living,CL-RAC10EWES,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC10EWES_11292017061549_6149105,No,CL-RAC10EWES
2389349,Cool-living,CL-RAC10EWES-22,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC10EWES-22_121520212042678_6110408,No,CL-RAC10EWES-22
2352172,Cool-living,CL-RAC10EWES-6A,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC10EWES-6A_12302019034525_7525859,No,CL-RAC10EWES-6A
2306877,Cool-living,CL-RAC12EWES,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC12EWES_11292017062106_6466301,No,CL-RAC12EWES
2389350,Cool-living,CL-RAC12EWES-22,,,,,,,12100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,756,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC12EWES-22_121520212042337_3441567,No,CL-RAC12EWES-22
2352173,Cool-living,CL-RAC12EWES-6A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC12EWES-6A_12302019035150_7910856,No,CL-RAC12EWES-6A
2306876,Cool-living,CL-RAC15EWES,,,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC15EWES_11292017062226_6546333,No,CL-RAC15EWES
2389351,Cool-living,CL-RAC15EWES-22,,,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC15EWES-22_121520212043616_8670948,No,CL-RAC15EWES-22
2352174,Cool-living,CL-RAC15EWES-6A,,,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,12/30/2019,12/30/2019,United States,ES_1131297_CL-RAC15EWES-6A_12302019040710_8830310,No,CL-RAC15EWES-6A
2306875,Cool-living,CL-RAC18EWES,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC18EWES_11292017062307_6587387,No,CL-RAC18EWES
2389352,Cool-living,CL-RAC18EWES-22,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC18EWES-22_121520212043341_4463317,No,CL-RAC18EWES-22
2306880,Cool-living,CL-RAC24EWES,,,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC24EWES_11292017062408_6648574,No,CL-RAC24EWES
2389353,Cool-living,CL-RAC24EWES-22,,,,,,,24700,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1798,No,,,,,,,,,12/07/2021,12/16/2021,"United States, Canada",ES_1131297_CL-RAC24EWES-22_12152021204380_6078605,No,CL-RAC24EWES-22
2291081,Coolworks,MWFUK-08CRN1-BCL0,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,12.0,25,500,No,,,,,,,,,02/17/2017,02/17/2017,"United States, Canada",ES_1129470_MWFUK-08CRN1-BCL0_02212017034045_8445495,No,MWFUK-08CRN1-BCL0
2360654,Crosley,CATS06B1,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,372,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS06B1_05262020063942_5182307,No,CATS06B1
2309179,Crosley,CATS08A1,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,01/15/2018,01/15/2018,"United States, Canada",ES_92264_CATS08A1_01162018120129_4089711,No,CATS08A1
2289411,GE,AEL08LV*#,,084691819776,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,01/23/2017,01/25/2017,United States,ES_1123206_AEM08LV*#_01242017134322_4840509,No,AEL08LV..
2290338,GE,AEL12AV*#,",AEH12AX*#,; ,AEM12AX*#,",084691819790;084691830276;084691830344,,,,,12050,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,753,No,,,,,,,,,01/23/2017,02/09/2017,United States,ES_1123206_AEM12AV*#_01242017134858_4917566,No,AEL12AV..
2289413,GE,AEL18DV*#,",AEH18DV*#,; ,AEH18DX*#,; ,AEL18DX*#,; ,AEM18DX*#,",084691819813;084691819882;084691830252;084691830337;084691830665,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,01/23/2017,01/25/2017,United States,ES_1123206_AEM18DV*#_01242017135242_773431,No,AEL18DV..
2306840,GE,AEM08LX*#,,084691830290,,,,,8050,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,503,No,,,,,,,,,11/09/2017,11/20/2017,United States,ES_1123206_AEM08LX*#_11182017161246_1704065,No,AEM08LX..
2290339,GE,AEM10AV*#,",AEH10AX*#,; ,AEL10AV*#,; ,AEM10AX*#,",084691819677;084691819783;084691830283;084691830351,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.1,11,620,No,,,,,,,,,01/23/2017,02/09/2017,United States,ES_1123206_AEM10AV*#_01242017134708_2400781,No,AEM10AV..
2289412,GE,AEM14AV*#,",AEL14AX*#,; ,AEM14AX*#,; ,AHS14AX*#,",084691819691;084691829959;084691830269;084691830672,,,,,14300,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,909,No,,,,,,,,,01/23/2017,01/25/2017,United States,ES_1123206_AEM14AV*#_01242017135051_3957025,No,AEM14AV..
2349006,GE,AHC12AZW1,",AHK12LZW1,; ,AHP12LZW1,; ,AHY12LZW1,",084691852155;084691852322;084691853077;084691853169,,,,,12200,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,803,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/22/2019,10/25/2019,United States,"ES_1123206_AHC12AZ*#, AHK12LZ*#, AHP12LZ*#, AHY12LZ*#_10242019144531_7578698",No,AHC12AZW1
2328604,GE,AHC12LY*#,,084691843870,,,,,11900,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,11.4,5,783,Yes,,A - Built-in,,,,,,Yes,10/26/2018,10/30/2018,United States,ES_1123206_AHC12LY*#_10292018153122_8255121,No,AHC12LY..
2349011,GE,AHC14AZ*#,",AHEK14AC*#,; ,AHP14LZ*#,; ,AHTK14AA*#,; ,AHY14LZ*#,",084691852292;084691853084;084691853176;084691862574;084691862642,,,,,14000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.3,6,929,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/23/2019,10/25/2019,United States,"ES_1123206_AHC14AZ*#, AHY14LZ*#, AHP14LZ*#_10182019113222_9008905",No,AHC14AZ..
2349009,GE,AHC18DZ*#,",AHY18DZ*#,",084691852339;084691853183,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.3,6,1195,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/22/2019,10/25/2019,United States,"ES_1123206_AHC18DZ*#, AHY18DZ*#_10242019145503_2850458",No,AHC18DZ..
2328581,GE,AHC24DY*#,,084691843917,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,,,9.8,4,1837,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/15/2018,10/30/2018,United States,ES_1123206_AHC24DY*#_10162018162646_9929010,No,AHC24DY..
2349010,GE,AHC24DZ*#,",AHY24DZ*#,",084691852346;084691853190,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,,,9.8,4,1798,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/22/2019,10/25/2019,United States,ES_1123206_AHC24DZ*#_10242019150355_443384,No,AHC24DZ..
2308404,GE,AHD06LX*#,,084691829485,,,,,6150,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,381,No,,,,,,,,,01/01/2018,12/25/2017,United States,ES_1123206_AHD06LX*#_12182017140642_4086267,No,AHD06LX..
2375471,GE,AHFK24AAH1,",AHSK24AA*#,",084691862475;084691862536,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,R-410A,R-410A (GWP:2088),9.8,4,1798,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,03/18/2021,03/26/2021,United States,ES_1123206_AHFK24AAH1_03242021164529_6902582,No,AHFK24AAH1
2287788,GE,AHH06LW*#,",AHM06LW*#,; ,AHM06LY*#,",084691823803;084691823971;084691844884,,,,,6150,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,381,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH06LW*#_11242016102431_9132501,No,AHH06LW..
2287790,GE,AHH10AW*#,",AHM10AY*#,",084691823827;084691844907,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH10AW*#_12162016143858_4645349,No,AHH10AW..
2287800,GE,AHH18DW*#,",AHM18DY*#,",084691823841;084691844938,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH18DW*#_12162016111529_8906823,No,AHH18DW..
2287802,GE,AHH24DW*#,",AHM24DW*#,; ,AHM24DY*#,",084691823858;084691824039;084691844945,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1711,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH24DW*#_12162016111236_1010553,No,AHH24DW..
2351132,GE,AHH24DZ*#,,084691853633,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1711,No,,,,,,,,,12/10/2019,12/25/2017,United States,ES_1123206_AHH24DZ*#_12102019153441_1139184,No,AHH24DZ..
2287803,GE,AHM05LW*#,",AHM05LY*#,",084691823964;084691844877,,,,,5500,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",,No,,,12.1,10,341,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHM05LW*#_12162016110308_7168924,No,AHM05LW..
2288970,GE,AHM08LY*#,,084691844891,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,01/09/2016,01/19/2017,United States,ES_1123206_AHH08LW*#_01122017135506_2652093,No,AHM08LY..
2287799,GE,AHM15AW*#,",AHM15AY*#,",084691824015;084691844921,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHM15AW*#_12162016111758_0410298,No,AHM15AW..
2308413,GE,AHP10AXQ1,",QHM10AX-W*#,",084691829560;084691830573,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,01/01/2018,12/25/2017,United States,ES_1123206_AHP10AXQ1_12182017141324_4524194,No,AHP10AXQ1
2338950,Friedrich,UCT08A10A,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT08A10A_05282019081242_1162438,No,UCT08A10A
2338952,Friedrich,UCT10A10A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT10A10A_05282019081918_1558397,No,UCT10A10A
2338951,Friedrich,UCT10A30A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT10A30A_05282019082346_1826703,No,UCT10A30A
2381854,Friedrich,UCT10A30B,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,06/28/2021,07/09/2021,"United States, Canada",ES_31705_UCT10A30B_060720212326956_9541883,No,UCT10A30B
2338953,Friedrich,UCT12A10A,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT12A10A_05282019082609_1969319,No,UCT12A10A
2338954,Friedrich,UCT12A30A,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT12A30A_05282019082819_2099931,No,UCT12A30A
