ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Height (inches),Width (inches),Depth (inches),Weight (lbs),Cooling Capacity (Btu/hr),Voltage (volts),Type,Installation Mounting Type,Support Bracket,Heating Mode,Casement Window,Product Class,Variable Speed Compressor,Low Noise,Refrigerant Type,Refrigerant with GWP,Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Primary Communication Module/Device Brand Name and Model Number,Network Security Standards,Network Standby Power (watts),Is Broadband Internet Connection Needed for Demand Response?,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2375537,GE,AHFK18AAW1,",AHTK18AAW1,",084691862543;084691862635,,,,,18600,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.3,6,1234,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,04/23/2021,03/29/2022,United States,ES_1123206_AHFK18AAW1_03242021162043_903436,No
2375471,GE,AHFK24AAH1,",AHSK24AA*#,",084691862475;084691862536,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,R-410A,R-410A (GWP:2088),9.8,4,1798,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,03/18/2021,03/26/2021,United States,ES_1123206_AHFK24AAH1_03242021164529_6902582,No
2375535,GE,AHFK24AAW1,",AHSK24AAW1,",084691862475;084691862536,,,,,23900,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),9.8,4,1829,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,04/23/2021,03/29/2021,United States,ES_1123206_AHFK24AAW1_03242021163350_404626,No
2386511,GE,AHFK24BA*#,,084691892151,,,,,23700,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),9.8,4,1814,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/29/2021,10/25/2021,United States,ES_1123206_AHFK24BAW1_10122021101131_4971429,No
2287788,GE,AHH06LW*#,",AHM06LW*#,; ,AHM06LY*#,",084691823803;084691823971;084691844884,,,,,6150,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,381,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH06LW*#_11242016102431_9132501,No
2287790,GE,AHH10AW*#,",AHM10AY*#,",084691823827;084691844907,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12,10,625,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH10AW*#_12162016143858_4645349,No
2287792,GE,AHH12AW*#,",AHM12AY*#,; ,AHS12AX*#,",084691823834;084691829515;084691844914,,,,,11600,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12,10,725,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH12AW*#_12162016144138_8417322,No
2287800,GE,AHH18DW*#,",AHM18DY*#,",084691823841;084691844938,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH18DW*#_12162016111529_8906823,No
2287802,GE,AHH24DW*#,",AHM24DW*#,; ,AHM24DY*#,",084691823858;084691824039;084691844945,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1711,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH24DW*#_12162016111236_1010553,No
2351132,GE,AHH24DZ*#,,084691853633,,,,,23500,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1711,No,,,,,,,,,12/10/2019,12/25/2017,United States,ES_1123206_AHH24DZ*#_12102019153441_1139184,No
2287803,GE,AHM05LW*#,",AHM05LY*#,",084691823964;084691844877,,,,,5500,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",,No,,,12.1,10,341,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHM05LW*#_12162016110308_7168924,No
2288970,GE,AHM08LY*#,,084691844891,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12,10,500,No,,,,,,,,,01/09/2016,01/19/2017,United States,ES_1123206_AHH08LW*#_01122017135506_2652093,No
2287799,GE,AHM15AW*#,",AHM15AY*#,",084691824015;084691844921,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHM15AW*#_12162016111758_0410298,No
2308413,GE,AHP10AXQ1,",QHM10AX-W*#,",084691829560;084691830573,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12,10,625,No,,,,,,,,,01/01/2018,12/25/2017,United States,ES_1123206_AHP10AXQ1_12182017141324_4524194,No
2369053,GE,AHTK10AA*#,",AHEK10AC*#,",084691862499;084691862598,,,,,10100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,664,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/06/2020,10/13/2020,United States,ES_1123206_AHTK10AA*#_10282020103725_1565820,No
2369000,GE,AHTK12AAW1,",AHC12AZW2,; ,AHEK12ACW1,; ,AHK12LZW2,",084691852155;084691852322;084691862482;084691862581,,,,,12300,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,809,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/06/2020,10/13/2020,United States,ES_1123206_AHTK12AA*#_10282020112903_6955072,No
2389045,GE,AHTK12AAW2,",AHC12AZW3,; ,AHEK12ACW2,; ,AHK12LZW3,; ,AHP12LZW2,; ,AHY12LZW2,",084691852155;084691852322;084691853077;084691853169;084691862482;084691862581,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,790,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/15/2021,12/08/2021,United States,ES_1123206_AHTK12AAW2_12012021115934_487939,No
2384775,GE,AHTK18BA*#,",AHFK18BA*#,",084691892182;084691892205,,,,,18600,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.3,6,1234,Yes,Wi-Fi,A - Built-in,,,,,,Yes,09/24/2021,09/30/2021,United States,ES_1123206_AHTK18BA*#_09282021110902_2180597,No
2389418,GE,AHTT06BC*#,,084691894858,,,,,6100,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.5,5,398,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/09/2021,12/16/2021,United States,ES_1123206_AHTT06BC*#_12142021095535_5508081,No
2389412,GE,AHTT08BC*#,,084691894865,,,,,8300,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,546,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/09/2021,12/16/2021,United States,ES_1123206_AHTT08BC*#_12142021094604_340844,No
2383816,GE,AJCM08ACH*#,,084691852896,,,,,8400,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,594,No,,,,,,,,,04/01/2020,03/27/2020,"United States, Canada",ES_1123206_AJCM08ACH*#_04042020125532_80039184,No
2374935,GE,AJCM08AWH*#,,084691864288,,,,,8400,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,594,No,,,,,,,,,03/04/2021,03/04/2021,"United States, Canada",ES_1123206_AJCM08AWH*#_03182021082511_80070574,No
2383818,GE,AJCM10ACH*#,,084691852872,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,708,No,,,,,,,,,04/01/2020,03/27/2020,"United States, Canada",ES_1123206_AJCM10ACH*#_04162020084935_80039184,No
2335138,Friedrich,KCS12A10A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12,10,750,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KCS12A10A_03252019141244_3164820,No
2335155,Friedrich,KCS12A30A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12,10,750,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KCS12A30A_03252019155619_9379244,No
2335159,Friedrich,KHL24A35A,,,,,,,24000,,Window,,,Yes,None,"13. With reverse cycle, with louvered sides, and 20,000 Btu/h or more",,No,,,10.2,10,1765,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHL24A35A_03252019170149_3309403,No
2335160,Friedrich,KHM18A34A,,,,,,,17500,,Window,,,Yes,None,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",,No,,,10.8,10,1215,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHM18A34A_03252019171229_3949822,No
2335161,Friedrich,KHS10A10A,,,,,,,10000,,Window,,,Yes,None,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",,No,,,10.8,10,694,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHS10A10A_03252019172833_4913856,No
2335162,Friedrich,KHS12A33A,,,,,,,12000,,Window,,,Yes,None,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",,No,,,10.8,10,833,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHS12A33A_03252019173656_5416935,No
2338950,Friedrich,UCT08A10A,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT08A10A_05282019081242_1162438,No
2453274,Friedrich,UCT08B10A,,724587442342,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.1,5,594,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT08B10A_03012023193828_6195032,No
2338952,Friedrich,UCT10A10A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT10A10A_05282019081918_1558397,No
2338951,Friedrich,UCT10A30A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT10A30A_05282019082346_1826703,No
2381854,Friedrich,UCT10A30B,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,06/28/2021,07/09/2021,"United States, Canada",ES_31705_UCT10A30B_060720212326956_9541883,No
2453275,Friedrich,UCT10B10A,,724587442359,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.1,5,743,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT10B10A_03012023194209_4006769,No
2453277,Friedrich,UCT10B30A,,724587442366,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.1,5,743,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT10B30A_03012023195419_7672845,No
2338953,Friedrich,UCT12A10A,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT12A10A_05282019082609_1969319,No
2338954,Friedrich,UCT12A30A,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,05/28/2019,05/28/2019,United States,ES_31705_UCT12A30A_05282019082819_2099931,No
2453276,Friedrich,UCT12B10A,,724587442373,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10,5,900,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT12B10A_03012023194814_2215387,No
2453278,Friedrich,UCT12B30A,,724587442380,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10,5,900,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT12B30A_03012023200636_5066491,No
2335163,Friedrich,WCT08A10A,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_WCT08A10A_03252019174425_5865788,No
2335165,Friedrich,WCT10A10A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_WCT10A10_03252019201056_4656154,No
2335166,Friedrich,WCT10A30A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_WCT10A30A_03252019203328_6008800,No
2381943,Friedrich,WCT10A30A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/15/2019,03/25/2019,"United States, Canada",ES_31750_WCT10A30A_060420210516153_3343710,No
2380686,Friedrich,WCT12A10B,,,,,,,11600,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,829,No,,,,,,,,,06/01/2021,06/01/2021,"United States, Canada",ES_31705_WCT12A10B_05282021082125_9585145,No
2381443,Friedrich,WCT12A30B,,,,,,,11600,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,829,No,,,,,,,,,06/01/2021,06/01/2021,"United States, Canada",ES_31705_WCT12A30B_070120211415133_5955324,No
2328406,Frigidaire,FFRE053WA1,,012505282720,,,,,5000,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,310,No,,,,,,,,,10/25/2018,10/18/2018,"United States, Canada",ES_1021080_FFRE053WA1_10232018042456_70202380,No
2328407,Frigidaire,FFRE053WAE,,012505282973,,,,,5000,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,310,No,,,,,,,,,10/25/2018,10/18/2018,"United States, Canada",ES_1021080_FFRE053WAE_10232018042456_70202380,No
2349703,Frigidaire,FFRE053ZA1,,012505283185,,,,,5200,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,322,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE053ZA1_10302019023155_80021133,No
2328408,Frigidaire,FFRE063WA1,,012505282751,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE063WA1_10232018042456_70202380,No
2328409,Frigidaire,FFRE063WAE,,012505283000,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE063WAE_10232018042456_70202380,No
2349704,Frigidaire,FFRE063ZA1,,012505283215,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE063ZA1_10302019023155_80021133,No
2328410,Frigidaire,FFRE083WA1,,012505282782,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,500,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE083WA1_10232018042456_70202380,No
2328411,Frigidaire,FFRE083WAE,,012505283031,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,500,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE083WAE_10232018042456_70202380,No
2349705,Frigidaire,FFRE083ZA1,,012505283246,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,500,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE083ZA1_10302019023155_80021133,No
2328412,Frigidaire,FFRE103WA1,,012505282812,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,625,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE103WA1_10232018042456_70202380,No
2328413,Frigidaire,FFRE103WAE,,012505283062,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,625,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE103WAE_10232018042456_70202380,No
2349706,Frigidaire,FFRE103ZA1,,012505283277,,,,,10200,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,638,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE103ZA1_10302019023155_80021133,No
2328414,Frigidaire,FFRE123WA1,,012505282836,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,750,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE123WA1_10232018042456_70202380,No
2328415,Frigidaire,FFRE123WAE,,012505283086,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,750,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE123WAE_10232018042456_70202380,No
2349707,Frigidaire,FFRE123ZA1,,012505283307,,,,,12100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,756,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE123ZA1_10302019023155_80021133,No
2332543,Frigidaire,FFRE153WA1,,012505282843,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,960,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FFRE153WA1_01072019010705_70211114,No
2332544,Frigidaire,FFRE153WAE,,012505283093,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,960,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FFRE153WAE_01072019010705_70211114,No
2349708,Frigidaire,FFRE153ZA1,,012505283314,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,953,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE153ZA1_10302019023155_80021133,No
2332149,Frigidaire,FFRE253WAE,,012505282874,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,12/27/2018,12/28/2018,"United States, Canada",ES_1021080_FFRE253WAE_12282018034716_8836892,No
2333855,Frigidaire,FFTA083WA1,,012505283444,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA083WA1_02222019073008_0608464,No
2333857,Frigidaire,FFTA103WA1,,012505283451,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA103WA1_02222019073149_0709169,No
2333856,Frigidaire,FFTA103WA2,,012505283468,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA103WA2_02222019073135_0695447,No
2333858,Frigidaire,FFTA123WA1,,012505283475,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA123WA1_02222019073208_0728278,No
2333859,Frigidaire,FFTA123WA2,,012505283482,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA123WA2_02222019073225_0745928,No
2332535,Frigidaire,FGRC064WA1,,012505282898,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC064WA1_01072019010705_70211114,No
2332536,Frigidaire,FGRC064WAE,,012505283109,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC064WAE_01072019010705_70211114,No
2332538,Frigidaire,FGRC084WA1,,012505282904,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,500,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC084WA1_01072019010705_70211114,No
2332537,Frigidaire,FGRC084WAE,,012505283116,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,500,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC084WAE_01072019010705_70211114,No
2332540,Frigidaire,FGRC104WA1,,012505282911,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,625,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC104WA1_01072019010705_70211114,No
2332539,Frigidaire,FGRC104WAE,,012505283123,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,625,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC104WAE_01072019010705_70211114,No
2332541,Frigidaire,FGRC124WA1,,012505282928,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,750,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC124WA1_01072019010705_70211114,No
2332542,Frigidaire,FGRC124WAE,,012505283130,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,750,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC124WAE_01072019010705_70211114,No
2332545,Frigidaire,FGRQ063WAE,,012505283147,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,12/15/2018,12/24/2018,"United States, Canada",ES_1021080_FGRQ063WAE_01072019010705_70211114,No
2332546,Frigidaire,FGRQ083WAE,,012505283154,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12,10,500,No,,,,,,,,,12/15/2018,12/24/2018,"United States, Canada",ES_1021080_FGRQ083WAE_01072019010705_70211114,No
2389209,Frigidaire,FHTC083WA1,,012505283888,,,,,8300,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,587,No,,,,,,,,,12/06/2021,12/06/2021,"United States, Canada",ES_1021080_FHTC083WA1_12132021111859_80108012,No
2389210,Frigidaire,FHTC103WA1,,012505283895,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,708,No,,,,,,,,,12/06/2021,12/06/2021,"United States, Canada",ES_1021080_FHTC103WA1_12132021111859_80108012,No
